time,/ext_usb_camera/image/compressed,robogame/imu_state,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y
0.0,,,-2689.0,5131.0,-8350.0,43.0,126.0,-52.0
0.02055978775024414,,,-3857.0,5066.0,-5599.0,53.0,140.0,-62.0
0.040961503982543945,,,-3791.0,3840.0,1754.0,70.0,144.0,-64.0
0.061719655990600586,,,-2997.0,2608.0,4633.0,68.0,141.0,-45.0
0.0819549560546875,,,-2556.0,1307.0,6602.0,63.0,134.0,-27.0
0.10261058807373047,,,-1466.0,-188.0,8180.0,53.0,113.0,-8.0
0.12296915054321289,,,-313.0,-444.0,8516.0,47.0,104.0,9.0
0.14336800575256348,,,862.0,-799.0,8947.0,46.0,94.0,41.0
0.16389918327331543,,,3060.0,-2153.0,8720.0,60.0,65.0,81.0
0.18426132202148438,,,4306.0,-2948.0,7430.0,61.0,44.0,92.0
0.20467853546142578,,,6456.0,-5118.0,3034.0,41.0,-10.0,83.0
0.22525548934936523,,,7131.0,-6424.0,96.0,19.0,-20.0,70.0
0.24631214141845703,,,7682.0,-7705.0,-2277.0,-6.0,-19.0,57.0
0.2666900157928467,,,5275.0,-8222.0,-3455.0,-38.0,-39.0,-14.0
0.29118967056274414,,,1570.0,-7505.0,-2121.0,-43.0,-43.0,-47.0
0.31154918670654297,,,-2486.0,-6105.0,767.0,-44.0,-40.0,-77.0
0.3321259021759033,,,-5685.0,-3271.0,3256.0,-29.0,-54.0,-110.0
0.3525855541229248,,,-7879.0,-1010.0,4228.0,-13.0,-45.0,-120.0
0.3730192184448242,,,-9532.0,1235.0,4375.0,4.0,-30.0,-89.0
0.393568754196167,,,-9117.0,1614.0,3072.0,8.0,-23.0,-71.0
0.4139378070831299,,,-8089.0,1738.0,1144.0,3.0,-14.0,-63.0
0.43455052375793457,,,-6765.0,2136.0,-688.0,-6.0,-4.0,-67.0
0.45487165451049805,,,-4882.0,2944.0,-1792.0,-16.0,4.0,-77.0
0.4754633903503418,,,-2394.0,3912.0,-2186.0,-19.0,5.0,-75.0
0.4959399700164795,,,310.0,4716.0,-2613.0,-15.0,4.0,-60.0
0.5165255069732666,,,2597.0,4967.0,-3351.0,-10.0,7.0,-28.0
0.5367963314056396,,,4535.0,3290.0,-4192.0,-11.0,3.0,36.0
0.5573697090148926,,,4517.0,1596.0,-3546.0,-8.0,7.0,39.0
0.5779757499694824,,,4289.0,-511.0,-2024.0,-6.0,5.0,25.0
0.5985004901885986,,,2425.0,-3205.0,914.0,-17.0,-23.0,-26.0
0.6187963485717773,,,1035.0,-2714.0,1203.0,-26.0,-34.0,-56.0
0.6393826007843018,,,-164.0,-1529.0,1189.0,-29.0,-41.0,-74.0
0.6597700119018555,,,-1589.0,814.0,191.0,-27.0,-54.0,-49.0
0.6803534030914307,,,-2717.0,1180.0,326.0,-25.0,-51.0,-21.0
0.7007358074188232,,,-4652.0,922.0,1604.0,-29.0,-51.0,9.0
0.7212164402008057,,,-7760.0,305.0,4458.0,-16.0,-51.0,38.0
0.7417316436767578,,,-8330.0,175.0,4833.0,-5.0,-39.0,23.0
0.7622368335723877,,,-8022.0,1480.0,4581.0,0.0,-30.0,-32.0
0.7825133800506592,,,-7579.0,2575.0,3744.0,3.0,-28.0,-37.0
0.8029541969299316,,,-7506.0,3138.0,3154.0,9.0,-20.0,-17.0
0.8234984874725342,,,-8180.0,2131.0,2639.0,17.0,8.0,18.0
0.843980073928833,,,-7923.0,1736.0,2325.0,14.0,22.0,16.0
0.8643631935119629,,,-7232.0,1994.0,2133.0,14.0,35.0,13.0
0.8848724365234375,,,-5489.0,3203.0,951.0,20.0,47.0,20.0
0.9054090976715088,,,-4784.0,4198.0,-106.0,19.0,62.0,25.0
0.9257752895355225,,,-4118.0,4841.0,-390.0,12.0,79.0,34.0
0.9462802410125732,,,-2067.0,4436.0,564.0,8.0,103.0,68.0
0.9666938781738281,,,-891.0,3471.0,1319.0,15.0,116.0,84.0
0.9871346950531006,,,1800.0,2116.0,2450.0,15.0,106.0,58.0
1.007615327835083,,,2544.0,2119.0,2887.0,5.0,99.0,45.0
1.0284464359283447,,,3072.0,2142.0,3369.0,0.0,89.0,52.0
1.0447652339935303,,,3587.0,2981.0,2670.0,12.0,73.0,78.0
1.0652589797973633,,,3648.0,3185.0,1749.0,22.0,69.0,90.0
1.085724115371704,,,3673.0,2868.0,773.0,26.0,63.0,97.0
1.1061270236968994,,,3284.0,1876.0,-1350.0,16.0,49.0,103.0
1.1265645027160645,,,2899.0,1668.0,-2169.0,9.0,45.0,109.0
1.147104024887085,,,2622.0,1568.0,-2591.0,2.0,39.0,115.0
1.1674230098724365,,,2041.0,1251.0,-3023.0,-3.0,33.0,128.0
1.1880292892456055,,,2073.0,1011.0,-2824.0,-1.0,29.0,124.0
1.2084035873413086,,,2072.0,893.0,-2488.0,0.0,26.0,120.0
1.2290229797363281,,,2412.0,824.0,-1712.0,-5.0,26.0,112.0
1.2494831085205078,,,2522.0,754.0,-1305.0,-9.0,30.0,107.0
1.2699737548828125,,,2547.0,358.0,448.0,-15.0,35.0,88.0
1.290339469909668,,,2415.0,583.0,1267.0,-12.0,34.0,73.0
1.3109304904937744,,,2076.0,1304.0,1229.0,-4.0,34.0,56.0
1.3312649726867676,,,1119.0,2543.0,13.0,10.0,27.0,36.0
1.3517210483551025,,,622.0,2302.0,-189.0,7.0,19.0,35.0
1.3722355365753174,,,-224.0,1425.0,47.0,2.0,17.0,41.0
1.3926811218261719,,,-1904.0,-495.0,1750.0,11.0,29.0,51.0
1.4132344722747803,,,-2286.0,-879.0,2787.0,17.0,33.0,51.0
1.4336163997650146,,,-2637.0,-822.0,3384.0,16.0,34.0,50.0
1.4540300369262695,,,-3731.0,-139.0,3567.0,9.0,34.0,61.0
1.4745898246765137,,,-4052.0,-42.0,3600.0,17.0,37.0,77.0
1.4949951171875,,,-3159.0,-537.0,2896.0,46.0,45.0,101.0
1.5154213905334473,,,-2379.0,-837.0,2028.0,50.0,43.0,95.0
1.5358619689941406,,,-1856.0,-979.0,1055.0,47.0,39.0,84.0
1.5564076900482178,,,-2075.0,-1234.0,-588.0,45.0,36.0,83.0
1.5767748355865479,,,-2269.0,-1471.0,-1038.0,50.0,40.0,96.0
1.5974235534667969,,,-2224.0,-1650.0,-1323.0,55.0,44.0,107.0
1.6178867816925049,,,-1707.0,-1514.0,-1670.0,55.0,50.0,112.0
1.638413667678833,,,-1517.0,-1281.0,-1724.0,51.0,51.0,110.0
1.6588051319122314,,,-1389.0,-1031.0,-1597.0,48.0,50.0,110.0
1.6793427467346191,,,-790.0,49.0,-701.0,49.0,54.0,109.0
1.699894666671753,,,-241.0,917.0,185.0,48.0,58.0,103.0
1.7201919555664062,,,263.0,1905.0,1518.0,42.0,65.0,94.0
1.7407035827636719,,,-104.0,4338.0,4357.0,30.0,72.0,79.0
1.7611992359161377,,,-914.0,5480.0,4860.0,32.0,72.0,82.0
1.7816877365112305,,,-1625.0,7232.0,4829.0,29.0,64.0,71.0
1.8022289276123047,,,-1593.0,7788.0,4635.0,20.0,58.0,50.0
1.8227698802947998,,,-1866.0,7908.0,4134.0,12.0,53.0,32.0
1.843198537826538,,,-3043.0,7337.0,2801.0,8.0,49.0,26.0
1.8636503219604492,,,-3441.0,7178.0,2172.0,8.0,44.0,34.0
1.8839683532714844,,,-3560.0,7137.0,1529.0,6.0,36.0,41.0
1.9044239521026611,,,-3044.0,6814.0,4.0,-3.0,21.0,41.0
1.9248723983764648,,,-2662.0,6449.0,-663.0,-10.0,17.0,32.0
1.9454667568206787,,,-2435.0,5978.0,-1094.0,-16.0,14.0,22.0
1.965869665145874,,,-2407.0,5104.0,-1408.0,-22.0,6.0,15.0
1.9864463806152344,,,-2253.0,4778.0,-1445.0,-25.0,2.0,12.0
2.006793260574341,,,-1900.0,3847.0,-1036.0,-37.0,-2.0,-6.0
2.0273759365081787,,,-1963.0,3095.0,-644.0,-40.0,-4.0,-17.0
2.0478951930999756,,,-2227.0,2206.0,-304.0,-40.0,-7.0,-25.0
2.0683674812316895,,,-3005.0,467.0,-164.0,-30.0,-10.0,-17.0
2.088660717010498,,,-3032.0,-184.0,-118.0,-21.0,-10.0,-7.0
2.1093175411224365,,,-2669.0,-620.0,224.0,-16.0,-9.0,0.0
2.125622510910034,,,-1513.0,-1285.0,1455.0,-17.0,-7.0,6.0
2.1461949348449707,,,-1175.0,-1624.0,1905.0,-18.0,-3.0,4.0
2.1665401458740234,,,-1074.0,-1978.0,2134.0,-16.0,2.0,5.0
2.187141180038452,,,-1473.0,-2475.0,1816.0,-8.0,11.0,14.0
2.207458019256592,,,-1784.0,-2581.0,1259.0,-1.0,15.0,21.0
2.2281227111816406,,,-1887.0,-2521.0,699.0,6.0,20.0,30.0
2.248444080352783,,,-1442.0,-1948.0,-52.0,16.0,27.0,45.0
2.269073486328125,,,-1122.0,-1589.0,-377.0,16.0,29.0,47.0
2.289884328842163,,,-840.0,-1033.0,-809.0,13.0,29.0,42.0
2.3103318214416504,,,-947.0,-950.0,-961.0,12.0,27.0,39.0
2.3304309844970703,,,-1154.0,-933.0,-1036.0,12.0,27.0,39.0
2.3510406017303467,,,-1527.0,-606.0,-268.0,8.0,32.0,38.0
2.371354103088379,,,-1801.0,-299.0,715.0,7.0,34.0,36.0
2.3920116424560547,,,-2288.0,-56.0,1816.0,7.0,37.0,33.0
2.412407398223877,,,-3989.0,321.0,3058.0,9.0,45.0,32.0
2.4329545497894287,,,-4975.0,494.0,3104.0,11.0,45.0,38.0
2.4537758827209473,,,-5679.0,581.0,2969.0,17.0,44.0,46.0
2.474242687225342,,,-5696.0,1218.0,2810.0,25.0,41.0,38.0
