time,/ext_usb_camera/image/compressed,robogame/imu_state,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y
0.0,,,564.0,6200.0,10514.0,44.0,-25.0,-75.0
0.02054119110107422,,,-415.0,4962.0,6859.0,46.0,-40.0,-53.0
0.04103422164916992,,,-1162.0,3777.0,4458.0,39.0,-52.0,-54.0
0.0615084171295166,,,-2096.0,1557.0,-315.0,19.0,-65.0,-51.0
0.08200955390930176,,,-2189.0,141.0,-2200.0,12.0,-69.0,-45.0
0.1024019718170166,,,-2343.0,-1308.0,-3700.0,11.0,-74.0,-38.0
0.1227874755859375,,,-3724.0,-2875.0,-6178.0,4.0,-87.0,-31.0
0.14340591430664062,,,-4541.0,-2683.0,-6801.0,-7.0,-90.0,-31.0
0.16390705108642578,,,-5010.0,-2127.0,-6763.0,-16.0,-93.0,-38.0
0.18440961837768555,,,-4823.0,-1251.0,-6102.0,-21.0,-107.0,-45.0
0.20465874671936035,,,-4357.0,-1025.0,-5994.0,-16.0,-115.0,-40.0
0.2252204418182373,,,-3929.0,-682.0,-6021.0,-10.0,-122.0,-33.0
0.24567484855651855,,,-3146.0,1607.0,-5928.0,-6.0,-128.0,-16.0
0.26627445220947266,,,-2820.0,4099.0,-5502.0,-19.0,-128.0,-15.0
0.28676819801330566,,,-995.0,10166.0,-2328.0,-54.0,-120.0,-48.0
0.3072702884674072,,,1504.0,11350.0,403.0,-49.0,-111.0,-70.0
0.32761240005493164,,,4052.0,10430.0,2478.0,-30.0,-95.0,-79.0
0.3482058048248291,,,6877.0,7791.0,4710.0,-19.0,-61.0,-73.0
0.3686089515686035,,,7564.0,7421.0,5224.0,-20.0,-51.0,-59.0
0.38909173011779785,,,8027.0,7209.0,4914.0,-17.0,-34.0,-41.0
0.4095895290374756,,,7674.0,7339.0,3550.0,-8.0,8.0,-12.0
0.4301574230194092,,,6518.0,7135.0,2984.0,-9.0,25.0,-21.0
0.45057034492492676,,,4936.0,6366.0,2770.0,-11.0,32.0,-37.0
0.470991849899292,,,1888.0,3677.0,2825.0,-13.0,41.0,-49.0
0.4914085865020752,,,592.0,2348.0,2939.0,-13.0,51.0,-47.0
0.5120348930358887,,,-555.0,1215.0,3200.0,-17.0,58.0,-43.0
0.532470703125,,,-1564.0,-1148.0,3520.0,-35.0,57.0,-36.0
0.552980899810791,,,-1607.0,-2424.0,3075.0,-40.0,55.0,-32.0
0.5733671188354492,,,-1782.0,-3572.0,1600.0,-47.0,55.0,-6.0
0.5940630435943604,,,-1889.0,-3362.0,947.0,-52.0,56.0,11.0
0.614391565322876,,,-1832.0,-2994.0,403.0,-52.0,58.0,34.0
0.6349928379058838,,,-2270.0,-2684.0,-1090.0,-28.0,52.0,61.0
0.6557042598724365,,,-2669.0,-2696.0,-2211.0,-16.0,48.0,61.0
0.676194429397583,,,-3155.0,-2518.0,-3356.0,-7.0,46.0,58.0
0.6966872215270996,,,-4362.0,-2010.0,-4796.0,-3.0,43.0,49.0
0.7171008586883545,,,-4916.0,-2029.0,-4928.0,1.0,35.0,41.0
0.7376224994659424,,,-5155.0,-2110.0,-4998.0,6.0,29.0,27.0
0.7581655979156494,,,-5976.0,-1647.0,-3880.0,-6.0,20.0,-28.0
0.7785110473632812,,,-6505.0,-598.0,-1903.0,-22.0,14.0,-55.0
0.7989311218261719,,,-5986.0,358.0,788.0,-33.0,18.0,-71.0
0.8194913864135742,,,-4666.0,-29.0,3538.0,-29.0,24.0,-73.0
0.8398776054382324,,,-3571.0,-1724.0,5698.0,-17.0,20.0,-70.0
0.8602635860443115,,,-2773.0,-3648.0,8002.0,-8.0,1.0,-55.0
0.8808410167694092,,,-2362.0,-3640.0,8041.0,-5.0,-6.0,-47.0
0.901024341583252,,,-1782.0,-3761.0,7410.0,-2.0,-9.0,-34.0
0.921654224395752,,,-935.0,-3626.0,5226.0,3.0,-10.0,-7.0
0.94217848777771,,,-852.0,-3118.0,3831.0,2.0,-9.0,7.0
0.9625411033630371,,,-869.0,-2540.0,2346.0,0.0,-8.0,19.0
0.983112096786499,,,-834.0,-1937.0,-185.0,-4.0,-7.0,24.0
1.0035278797149658,,,-845.0,-1810.0,-982.0,-6.0,-9.0,24.0
1.0239832401275635,,,-837.0,-1580.0,-1684.0,-7.0,-11.0,27.0
1.0445210933685303,,,-817.0,-831.0,-2801.0,-8.0,-8.0,37.0
1.0649607181549072,,,-762.0,-173.0,-2862.0,-7.0,-7.0,39.0
1.081310749053955,,,-460.0,1891.0,-1726.0,-8.0,-4.0,34.0
1.1018896102905273,,,-289.0,2900.0,-966.0,-9.0,-7.0,24.0
1.122751235961914,,,-18.0,3463.0,-534.0,-11.0,-9.0,13.0
1.1430563926696777,,,673.0,3319.0,-300.0,-7.0,4.0,10.0
1.1635923385620117,,,904.0,2975.0,-92.0,-4.0,11.0,14.0
1.184030532836914,,,1108.0,2539.0,55.0,-2.0,16.0,20.0
1.2045807838439941,,,1261.0,1909.0,-310.0,2.0,22.0,32.0
1.224846363067627,,,1187.0,1770.0,-649.0,4.0,25.0,38.0
1.2453830242156982,,,1089.0,1769.0,-897.0,4.0,27.0,44.0
1.265869140625,,,797.0,2000.0,-818.0,3.0,25.0,52.0
1.286353588104248,,,702.0,2094.0,-708.0,3.0,23.0,54.0
1.3066229820251465,,,404.0,2182.0,-434.0,2.0,24.0,58.0
1.3270645141601562,,,123.0,2132.0,-253.0,1.0,25.0,58.0
1.347579002380371,,,-186.0,1900.0,10.0,-1.0,24.0,54.0
1.3680310249328613,,,-904.0,906.0,993.0,3.0,14.0,40.0
1.3884239196777344,,,-1369.0,526.0,1688.0,4.0,12.0,30.0
1.4088795185089111,,,-1826.0,49.0,2204.0,4.0,15.0,19.0
1.4293458461761475,,,-1790.0,-2035.0,2055.0,8.0,26.0,12.0
1.449819564819336,,,-1739.0,-3144.0,1950.0,9.0,28.0,17.0
1.4703354835510254,,,-1976.0,-3849.0,2151.0,5.0,23.0,17.0
1.4908008575439453,,,-2252.0,-4185.0,2935.0,-4.0,7.0,2.0
1.511284351348877,,,-2029.0,-4363.0,3299.0,-5.0,-5.0,-5.0
1.5317223072052002,,,-1674.0,-4492.0,3371.0,-2.0,-15.0,-9.0
1.5522005558013916,,,-1288.0,-4222.0,2410.0,1.0,-21.0,-6.0
1.5727312564849854,,,-1274.0,-3959.0,1642.0,3.0,-19.0,-4.0
1.5932488441467285,,,-1595.0,-3336.0,146.0,4.0,-19.0,-6.0
1.6137199401855469,,,-1753.0,-3020.0,-531.0,3.0,-20.0,-12.0
1.6343181133270264,,,-1837.0,-2676.0,-1109.0,0.0,-21.0,-21.0
1.6547293663024902,,,-1802.0,-1922.0,-1674.0,-8.0,-20.0,-42.0
1.6752772331237793,,,-1671.0,-1607.0,-1569.0,-12.0,-19.0,-51.0
1.6956501007080078,,,-1424.0,-1314.0,-1305.0,-14.0,-19.0,-56.0
1.7161486148834229,,,-544.0,-504.0,-660.0,-13.0,-11.0,-56.0
1.7366001605987549,,,-61.0,-69.0,-287.0,-12.0,-6.0,-56.0
1.757188320159912,,,343.0,253.0,236.0,-9.0,-3.0,-57.0
1.7775909900665283,,,948.0,516.0,1286.0,-1.0,1.0,-44.0
1.7981622219085693,,,1160.0,532.0,1571.0,4.0,3.0,-29.0
1.8185296058654785,,,967.0,754.0,1705.0,8.0,4.0,-9.0
1.8392653465270996,,,798.0,1151.0,1682.0,8.0,5.0,-3.0
1.859574556350708,,,628.0,1690.0,1654.0,10.0,5.0,1.0
1.8803281784057617,,,429.0,2344.0,1307.0,12.0,3.0,-1.0
1.9009077548980713,,,249.0,2397.0,1153.0,14.0,-1.0,-2.0
1.921506404876709,,,-52.0,2481.0,1137.0,14.0,-5.0,3.0
1.942117691040039,,,-462.0,2745.0,1009.0,16.0,-6.0,19.0
