time,/ext_usb_camera/image/compressed,robogame/imu_state,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y
0.0,,,180.0,498.0,3578.0,13.0,-23.0,-43.0
0.02033209800720215,,,-362.0,464.0,4082.0,15.0,-21.0,-30.0
0.04063749313354492,,,-1278.0,252.0,3668.0,13.0,-16.0,4.0
0.061009883880615234,,,-1658.0,72.0,3089.0,11.0,-14.0,15.0
0.0814218521118164,,,-1740.0,-620.0,1796.0,2.0,-13.0,20.0
0.10180354118347168,,,-1568.0,-856.0,1195.0,-2.0,-12.0,19.0
0.1224367618560791,,,-1339.0,-854.0,721.0,-5.0,-12.0,18.0
0.14285540580749512,,,-798.0,-358.0,363.0,-5.0,-12.0,10.0
0.1633453369140625,,,-753.0,-130.0,311.0,-6.0,-11.0,7.0
0.18375110626220703,,,-831.0,173.0,223.0,-4.0,-8.0,6.0
0.20436668395996094,,,-613.0,919.0,106.0,6.0,-1.0,8.0
0.22484564781188965,,,-290.0,965.0,86.0,8.0,0.0,12.0
0.24533700942993164,,,-2.0,778.0,70.0,10.0,0.0,19.0
0.26592040061950684,,,261.0,188.0,-113.0,12.0,-1.0,32.0
0.28664422035217285,,,323.0,-127.0,-219.0,13.0,-1.0,32.0
0.30705738067626953,,,340.0,-849.0,-363.0,12.0,-5.0,28.0
0.32761406898498535,,,276.0,-1096.0,-357.0,11.0,-5.0,26.0
0.3480031490325928,,,213.0,-1224.0,-238.0,11.0,-5.0,23.0
0.36844420433044434,,,148.0,-1251.0,120.0,12.0,-4.0,19.0
0.38883543014526367,,,154.0,-1219.0,189.0,11.0,-4.0,19.0
0.4093620777130127,,,148.0,-1186.0,196.0,9.0,-4.0,19.0
0.4297792911529541,,,-64.0,-1079.0,338.0,9.0,-7.0,20.0
0.45027780532836914,,,-305.0,-1026.0,422.0,10.0,-7.0,22.0
0.47069811820983887,,,-593.0,-975.0,456.0,11.0,-6.0,27.0
0.4913349151611328,,,-838.0,-979.0,544.0,9.0,-7.0,32.0
0.511695146560669,,,-955.0,-969.0,613.0,8.0,-9.0,31.0
0.5322310924530029,,,-1255.0,-908.0,675.0,8.0,-9.0,32.0
0.5525503158569336,,,-2084.0,-838.0,888.0,5.0,-11.0,37.0
0.573188066482544,,,-2373.0,-698.0,968.0,3.0,-14.0,38.0
0.5935659408569336,,,-2785.0,-320.0,701.0,7.0,-13.0,38.0
0.6141722202301025,,,-2796.0,-170.0,471.0,10.0,-10.0,41.0
0.6345963478088379,,,-2491.0,-43.0,298.0,10.0,-8.0,42.0
0.6551163196563721,,,-1272.0,198.0,177.0,5.0,-2.0,29.0
0.6757099628448486,,,-445.0,420.0,311.0,1.0,3.0,22.0
0.6962318420410156,,,443.0,753.0,562.0,-6.0,7.0,23.0
0.7166352272033691,,,1426.0,1191.0,1436.0,-22.0,14.0,46.0
0.7370562553405762,,,1591.0,959.0,1793.0,-29.0,16.0,50.0
0.7574942111968994,,,1679.0,689.0,1731.0,-32.0,18.0,41.0
0.7781004905700684,,,1624.0,672.0,321.0,-27.0,25.0,16.0
0.7984874248504639,,,1514.0,1095.0,-594.0,-24.0,25.0,12.0
0.819143533706665,,,1118.0,2124.0,-1989.0,-9.0,18.0,39.0
0.8393824100494385,,,831.0,1855.0,-2441.0,4.0,18.0,60.0
0.8600997924804688,,,422.0,689.0,-2581.0,11.0,22.0,70.0
0.880558967590332,,,-23.0,-1000.0,-2140.0,12.0,25.0,62.0
