accX_mad,gyroX_kurtosis,accY_mean,gyroX_iqr,ci_sma,distance_std,ci_std,distance_mean,gyroZ_skewness,accX_max,gyroY_skewness,accY_min,accX_min,accZ_iqr,distance_sma,gyroX_sma,accZ_sma,distance_iqr,gyroX_mad,gyroX_max,proximity_min,gyroX_min,accX_mean,accX_iqr,gyroZ_maxInds,gyroZ_mad,proximity_kurtosis,accZ_min,gyroZ_kurtosis,accY_skewness,distance_skewness,distance_kurtosis,ci_max,ci_min,proximity_sma,proximity_std,accZ_max,accZ_std,gyroX_std,gyroY_std,proximity_maxInds,proximity_max,ci_iqr,accZ_mad,accY_kurtosis,accZ_skewness,gyroZ_min,gyroZ_max,accY_iqr,accX_sma,ci_mean,gyroX_maxInds,accY_std,gyroY_mean,ci_maxInds,gyroZ_sma,gyroY_kurtosis,gyroX_mean,gyroY_maxInds,accY_mad,accY_max,gyroZ_iqr,gyroY_sma,ci_kurtosis,distance_maxInds,accZ_maxInds,gyroZ_mean,gyroX_skewness,distance_mad,proximity_mad,distance_max,proximity_iqr,distance_min,accZ_kurtosis,accX_maxInds,ci_mad,accZ_mean,accX_skewness,gyroY_iqr,ci_skewness,accY_maxInds,accX_std,gyroY_min,proximity_skewness,accY_sma,gyroY_max,proximity_mean,gyroZ_std,accX_kurtosis,gyroY_mad,control
95.73,-0.18,546.69,-0.18,0.29,0.69,0.29,0.69,-0.93,95.73,16.36,546.69,95.73,894.97,0.69,-0.18,894.97,0.69,-0.18,-0.18,0.43,-0.18,95.73,95.73,-0.93,-0.93,0.43,894.97,-0.93,546.69,0.69,0.69,0.29,0.29,0.43,0.43,894.97,894.97,-0.18,16.36,0.43,0.43,0.29,894.97,546.69,894.97,-0.93,-0.93,546.69,95.73,0.29,-0.18,546.69,16.36,0.29,-0.93,16.36,-0.18,16.36,546.69,546.69,-0.93,16.36,0.29,0.69,894.97,-0.93,-0.18,0.69,0.43,0.69,0.43,0.69,894.97,95.73,0.29,894.97,95.73,16.36,0.29,546.69,95.73,16.36,0.43,546.69,16.36,0.43,-0.93,95.73,16.36,Very Low
50.97,0.22,1601.0,0.22,0.06,0.09,0.06,0.09,-0.59,50.97,32.68,1601.0,50.97,902.2,0.09,0.22,902.2,0.09,0.22,0.22,0.1,0.22,50.97,50.97,-0.59,-0.59,0.1,902.2,-0.59,1601.0,0.09,0.09,0.06,0.06,0.1,0.1,902.2,902.2,0.22,32.68,0.1,0.1,0.06,902.2,1601.0,902.2,-0.59,-0.59,1601.0,50.97,0.06,0.22,1601.0,32.68,0.06,-0.59,32.68,0.22,32.68,1601.0,1601.0,-0.59,32.68,0.06,0.09,902.2,-0.59,0.22,0.09,0.1,0.09,0.1,0.09,902.2,50.97,0.06,902.2,50.97,32.68,0.06,1601.0,50.97,32.68,0.1,1601.0,32.68,0.1,-0.59,50.97,32.68,Very Low
-121.45,-0.24,631.37,-0.24,0.0,0.0,0.0,0.0,1.19,-121.45,-1.49,631.37,-121.45,1236.67,0.0,-0.24,1236.67,0.0,-0.24,-0.24,0.0,-0.24,-121.45,-121.45,1.19,1.19,0.0,1236.67,1.19,631.37,0.0,0.0,0.0,0.0,0.0,0.0,1236.67,1236.67,-0.24,-1.49,0.0,0.0,0.0,1236.67,631.37,1236.67,1.19,1.19,631.37,-121.45,0.0,-0.24,631.37,-1.49,0.0,1.19,-1.49,-0.24,-1.49,631.37,631.37,1.19,-1.49,0.0,0.0,1236.67,1.19,-0.24,0.0,0.0,0.0,0.0,0.0,1236.67,-121.45,0.0,1236.67,-121.45,-1.49,0.0,631.37,-121.45,-1.49,0.0,631.37,-1.49,0.0,1.19,-121.45,-1.49,High
-29.69,2.71,267.57,2.71,0.0,0.0,0.0,0.0,-0.8,-29.69,-1.07,267.57,-29.69,1155.63,0.0,2.71,1155.63,0.0,2.71,2.71,0.0,2.71,-29.69,-29.69,-0.8,-0.8,0.0,1155.63,-0.8,267.57,0.0,0.0,0.0,0.0,0.0,0.0,1155.63,1155.63,2.71,-1.07,0.0,0.0,0.0,1155.63,267.57,1155.63,-0.8,-0.8,267.57,-29.69,0.0,2.71,267.57,-1.07,0.0,-0.8,-1.07,2.71,-1.07,267.57,267.57,-0.8,-1.07,0.0,0.0,1155.63,-0.8,2.71,0.0,0.0,0.0,0.0,0.0,1155.63,-29.69,0.0,1155.63,-29.69,-1.07,0.0,267.57,-29.69,-1.07,0.0,267.57,-1.07,0.0,-0.8,-29.69,-1.07,Very High
-339.7,-0.21,420.24,-0.21,0.0,0.0,0.0,0.0,-1.73,-339.7,3.39,420.24,-339.7,1205.65,0.0,-0.21,1205.65,0.0,-0.21,-0.21,0.0,-0.21,-339.7,-339.7,-1.73,-1.73,0.0,1205.65,-1.73,420.24,0.0,0.0,0.0,0.0,0.0,0.0,1205.65,1205.65,-0.21,3.39,0.0,0.0,0.0,1205.65,420.24,1205.65,-1.73,-1.73,420.24,-339.7,0.0,-0.21,420.24,3.39,0.0,-1.73,3.39,-0.21,3.39,420.24,420.24,-1.73,3.39,0.0,0.0,1205.65,-1.73,-0.21,0.0,0.0,0.0,0.0,0.0,1205.65,-339.7,0.0,1205.65,-339.7,3.39,0.0,420.24,-339.7,3.39,0.0,420.24,3.39,0.0,-1.73,-339.7,3.39,Very High
-154.27,-0.27,396.99,-0.27,0.06,0.12,0.06,0.12,0.27,-154.27,2.85,396.99,-154.27,1338.31,0.12,-0.27,1338.31,0.12,-0.27,-0.27,0.07,-0.27,-154.27,-154.27,0.27,0.27,0.07,1338.31,0.27,396.99,0.12,0.12,0.06,0.06,0.07,0.07,1338.31,1338.31,-0.27,2.85,0.07,0.07,0.06,1338.31,396.99,1338.31,0.27,0.27,396.99,-154.27,0.06,-0.27,396.99,2.85,0.06,0.27,2.85,-0.27,2.85,396.99,396.99,0.27,2.85,0.06,0.12,1338.31,0.27,-0.27,0.12,0.07,0.12,0.07,0.12,1338.31,-154.27,0.06,1338.31,-154.27,2.85,0.06,396.99,-154.27,2.85,0.07,396.99,2.85,0.07,0.27,-154.27,2.85,Very High
169.76,-6.84,-328.12,-6.84,0.32,0.76,0.32,0.76,-3.82,169.76,-12.84,-328.12,169.76,1369.24,0.76,-6.84,1369.24,0.76,-6.84,-6.84,0.35,-6.84,169.76,169.76,-3.82,-3.82,0.35,1369.24,-3.82,-328.12,0.76,0.76,0.32,0.32,0.35,0.35,1369.24,1369.24,-6.84,-12.84,0.35,0.35,0.32,1369.24,-328.12,1369.24,-3.82,-3.82,-328.12,169.76,0.32,-6.84,-328.12,-12.84,0.32,-3.82,-12.84,-6.84,-12.84,-328.12,-328.12,-3.82,-12.84,0.32,0.76,1369.24,-3.82,-6.84,0.76,0.35,0.76,0.35,0.76,1369.24,169.76,0.32,1369.24,169.76,-12.84,0.32,-328.12,169.76,-12.84,0.35,-328.12,-12.84,0.35,-3.82,169.76,-12.84,Very High
219.85,-9.77,-1618.25,-9.77,0.52,1.73,0.52,1.73,-9.86,219.85,-20.04,-1618.25,219.85,1359.32,1.73,-9.77,1359.32,1.73,-9.77,-9.77,0.55,-9.77,219.85,219.85,-9.86,-9.86,0.55,1359.32,-9.86,-1618.25,1.73,1.73,0.52,0.52,0.55,0.55,1359.32,1359.32,-9.77,-20.04,0.55,0.55,0.52,1359.32,-1618.25,1359.32,-9.86,-9.86,-1618.25,219.85,0.52,-9.77,-1618.25,-20.04,0.52,-9.86,-20.04,-9.77,-20.04,-1618.25,-1618.25,-9.86,-20.04,0.52,1.73,1359.32,-9.86,-9.77,1.73,0.55,1.73,0.55,1.73,1359.32,219.85,0.52,1359.32,219.85,-20.04,0.52,-1618.25,219.85,-20.04,0.55,-1618.25,-20.04,0.55,-9.86,219.85,-20.04,Medium
-485.84,-3.89,-1773.97,-3.89,0.5,2.02,0.5,2.02,-8.61,-485.84,-25.73,-1773.97,-485.84,1276.33,2.02,-3.89,1276.33,2.02,-3.89,-3.89,0.55,-3.89,-485.84,-485.84,-8.61,-8.61,0.55,1276.33,-8.61,-1773.97,2.02,2.02,0.5,0.5,0.55,0.55,1276.33,1276.33,-3.89,-25.73,0.55,0.55,0.5,1276.33,-1773.97,1276.33,-8.61,-8.61,-1773.97,-485.84,0.5,-3.89,-1773.97,-25.73,0.5,-8.61,-25.73,-3.89,-25.73,-1773.97,-1773.97,-8.61,-25.73,0.5,2.02,1276.33,-8.61,-3.89,2.02,0.55,2.02,0.55,2.02,1276.33,-485.84,0.5,1276.33,-485.84,-25.73,0.5,-1773.97,-485.84,-25.73,0.55,-1773.97,-25.73,0.55,-8.61,-485.84,-25.73,Medium
-1025.54,-4.88,-723.73,-4.88,0.46,1.37,0.46,1.37,-3.76,-1025.54,-22.03,-723.73,-1025.54,1180.39,1.37,-4.88,1180.39,1.37,-4.88,-4.88,0.7,-4.88,-1025.54,-1025.54,-3.76,-3.76,0.7,1180.39,-3.76,-723.73,1.37,1.37,0.46,0.46,0.7,0.7,1180.39,1180.39,-4.88,-22.03,0.7,0.7,0.46,1180.39,-723.73,1180.39,-3.76,-3.76,-723.73,-1025.54,0.46,-4.88,-723.73,-22.03,0.46,-3.76,-22.03,-4.88,-22.03,-723.73,-723.73,-3.76,-22.03,0.46,1.37,1180.39,-3.76,-4.88,1.37,0.7,1.37,0.7,1.37,1180.39,-1025.54,0.46,1180.39,-1025.54,-22.03,0.46,-723.73,-1025.54,-22.03,0.7,-723.73,-22.03,0.7,-3.76,-1025.54,-22.03,Low
-758.84,-2.51,-24.59,-2.51,0.38,0.92,0.38,0.92,0.64,-758.84,-3.12,-24.59,-758.84,1373.02,0.92,-2.51,1373.02,0.92,-2.51,-2.51,0.8,-2.51,-758.84,-758.84,0.64,0.64,0.8,1373.02,0.64,-24.59,0.92,0.92,0.38,0.38,0.8,0.8,1373.02,1373.02,-2.51,-3.12,0.8,0.8,0.38,1373.02,-24.59,1373.02,0.64,0.64,-24.59,-758.84,0.38,-2.51,-24.59,-3.12,0.38,0.64,-3.12,-2.51,-3.12,-24.59,-24.59,0.64,-3.12,0.38,0.92,1373.02,0.64,-2.51,0.92,0.8,0.92,0.8,0.92,1373.02,-758.84,0.38,1373.02,-758.84,-3.12,0.38,-24.59,-758.84,-3.12,0.8,-24.59,-3.12,0.8,0.64,-758.84,-3.12,Low
-300.11,0.86,-158.87,0.86,0.44,0.67,0.44,0.67,1.94,-300.11,2.17,-158.87,-300.11,1612.84,0.67,0.86,1612.84,0.67,0.86,0.86,0.85,0.86,-300.11,-300.11,1.94,1.94,0.85,1612.84,1.94,-158.87,0.67,0.67,0.44,0.44,0.85,0.85,1612.84,1612.84,0.86,2.17,0.85,0.85,0.44,1612.84,-158.87,1612.84,1.94,1.94,-158.87,-300.11,0.44,0.86,-158.87,2.17,0.44,1.94,2.17,0.86,2.17,-158.87,-158.87,1.94,2.17,0.44,0.67,1612.84,1.94,0.86,0.67,0.85,0.67,0.85,0.67,1612.84,-300.11,0.44,1612.84,-300.11,2.17,0.44,-158.87,-300.11,2.17,0.85,-158.87,2.17,0.85,1.94,-300.11,2.17,High
45.75,-0.27,-85.93,-0.27,0.58,0.4,0.58,0.4,0.47,45.75,0.72,-85.93,45.75,1632.94,0.4,-0.27,1632.94,0.4,-0.27,-0.27,0.91,-0.27,45.75,45.75,0.47,0.47,0.91,1632.94,0.47,-85.93,0.4,0.4,0.58,0.58,0.91,0.91,1632.94,1632.94,-0.27,0.72,0.91,0.91,0.58,1632.94,-85.93,1632.94,0.47,0.47,-85.93,45.75,0.58,-0.27,-85.93,0.72,0.58,0.47,0.72,-0.27,0.72,-85.93,-85.93,0.47,0.72,0.58,0.4,1632.94,0.47,-0.27,0.4,0.91,0.4,0.91,0.4,1632.94,45.75,0.58,1632.94,45.75,0.72,0.58,-85.93,45.75,0.72,0.91,-85.93,0.72,0.91,0.47,45.75,0.72,Very High
236.65,0.76,30.92,0.76,0.61,0.47,0.61,0.47,-2.14,236.65,4.61,30.92,236.65,1693.46,0.47,0.76,1693.46,0.47,0.76,0.76,0.89,0.76,236.65,236.65,-2.14,-2.14,0.89,1693.46,-2.14,30.92,0.47,0.47,0.61,0.61,0.89,0.89,1693.46,1693.46,0.76,4.61,0.89,0.89,0.61,1693.46,30.92,1693.46,-2.14,-2.14,30.92,236.65,0.61,0.76,30.92,4.61,0.61,-2.14,4.61,0.76,4.61,30.92,30.92,-2.14,4.61,0.61,0.47,1693.46,-2.14,0.76,0.47,0.89,0.47,0.89,0.47,1693.46,236.65,0.61,1693.46,236.65,4.61,0.61,30.92,236.65,4.61,0.89,30.92,4.61,0.89,-2.14,236.65,4.61,Very High
624.53,2.41,39.86,2.41,0.45,0.65,0.45,0.65,2.59,624.53,10.35,39.86,624.53,1765.39,0.65,2.41,1765.39,0.65,2.41,2.41,0.85,2.41,624.53,624.53,2.59,2.59,0.85,1765.39,2.59,39.86,0.65,0.65,0.45,0.45,0.85,0.85,1765.39,1765.39,2.41,10.35,0.85,0.85,0.45,1765.39,39.86,1765.39,2.59,2.59,39.86,624.53,0.45,2.41,39.86,10.35,0.45,2.59,10.35,2.41,10.35,39.86,39.86,2.59,10.35,0.45,0.65,1765.39,2.59,2.41,0.65,0.85,0.65,0.85,0.65,1765.39,624.53,0.45,1765.39,624.53,10.35,0.45,39.86,624.53,10.35,0.85,39.86,10.35,0.85,2.59,624.53,10.35,Very High
789.86,0.98,225.79,0.98,0.34,0.91,0.34,0.91,4.56,789.86,8.52,225.79,789.86,1812.91,0.91,0.98,1812.91,0.91,0.98,0.98,0.8,0.98,789.86,789.86,4.56,4.56,0.8,1812.91,4.56,225.79,0.91,0.91,0.34,0.34,0.8,0.8,1812.91,1812.91,0.98,8.52,0.8,0.8,0.34,1812.91,225.79,1812.91,4.56,4.56,225.79,789.86,0.34,0.98,225.79,8.52,0.34,4.56,8.52,0.98,8.52,225.79,225.79,4.56,8.52,0.34,0.91,1812.91,4.56,0.98,0.91,0.8,0.91,0.8,0.91,1812.91,789.86,0.34,1812.91,789.86,8.52,0.34,225.79,789.86,8.52,0.8,225.79,8.52,0.8,4.56,789.86,8.52,Medium
638.8,2.44,604.7,2.44,0.39,1.12,0.39,1.12,4.75,638.8,11.15,604.7,638.8,1875.23,1.12,2.44,1875.23,1.12,2.44,2.44,0.75,2.44,638.8,638.8,4.75,4.75,0.75,1875.23,4.75,604.7,1.12,1.12,0.39,0.39,0.75,0.75,1875.23,1875.23,2.44,11.15,0.75,0.75,0.39,1875.23,604.7,1875.23,4.75,4.75,604.7,638.8,0.39,2.44,604.7,11.15,0.39,4.75,11.15,2.44,11.15,604.7,604.7,4.75,11.15,0.39,1.12,1875.23,4.75,2.44,1.12,0.75,1.12,0.75,1.12,1875.23,638.8,0.39,1875.23,638.8,11.15,0.39,604.7,638.8,11.15,0.75,604.7,11.15,0.75,4.75,638.8,11.15,Medium
419.85,2.03,857.33,2.03,0.4,1.23,0.4,1.23,4.68,419.85,9.38,857.33,419.85,1962.44,1.23,2.03,1962.44,1.23,2.03,2.03,0.73,2.03,419.85,419.85,4.68,4.68,0.73,1962.44,4.68,857.33,1.23,1.23,0.4,0.4,0.73,0.73,1962.44,1962.44,2.03,9.38,0.73,0.73,0.4,1962.44,857.33,1962.44,4.68,4.68,857.33,419.85,0.4,2.03,857.33,9.38,0.4,4.68,9.38,2.03,9.38,857.33,857.33,4.68,9.38,0.4,1.23,1962.44,4.68,2.03,1.23,0.73,1.23,0.73,1.23,1962.44,419.85,0.4,1962.44,419.85,9.38,0.4,857.33,419.85,9.38,0.73,857.33,9.38,0.73,4.68,419.85,9.38,Medium
172.3,-0.15,502.58,-0.15,0.39,1.27,0.39,1.27,-0.28,172.3,-0.16,502.58,172.3,1994.22,1.27,-0.15,1994.22,1.27,-0.15,-0.15,0.72,-0.15,172.3,172.3,-0.28,-0.28,0.72,1994.22,-0.28,502.58,1.27,1.27,0.39,0.39,0.72,0.72,1994.22,1994.22,-0.15,-0.16,0.72,0.72,0.39,1994.22,502.58,1994.22,-0.28,-0.28,502.58,172.3,0.39,-0.15,502.58,-0.16,0.39,-0.28,-0.16,-0.15,-0.16,502.58,502.58,-0.28,-0.16,0.39,1.27,1994.22,-0.28,-0.15,1.27,0.72,1.27,0.72,1.27,1994.22,172.3,0.39,1994.22,172.3,-0.16,0.39,502.58,172.3,-0.16,0.72,502.58,-0.16,0.72,-0.28,172.3,-0.16,Medium
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1642.93,6.72,-1113.18,6.72,0.39,1.29,0.39,1.29,13.22,-1642.93,30.28,-1113.18,-1642.93,1621.04,1.29,6.72,1621.04,1.29,6.72,6.72,0.71,6.72,-1642.93,-1642.93,13.22,13.22,0.71,1621.04,13.22,-1113.18,1.29,1.29,0.39,0.39,0.71,0.71,1621.04,1621.04,6.72,30.28,0.71,0.71,0.39,1621.04,-1113.18,1621.04,13.22,13.22,-1113.18,-1642.93,0.39,6.72,-1113.18,30.28,0.39,13.22,30.28,6.72,30.28,-1113.18,-1113.18,13.22,30.28,0.39,1.29,1621.04,13.22,6.72,1.29,0.71,1.29,0.71,1.29,1621.04,-1642.93,0.39,1621.04,-1642.93,30.28,0.39,-1113.18,-1642.93,30.28,0.71,-1113.18,30.28,0.71,13.22,-1642.93,30.28,Very Low
-539.72,-2.56,-457.27,-2.56,0.36,0.8,0.36,0.8,-4.16,-539.72,-10.66,-457.27,-539.72,1591.55,0.8,-2.56,1591.55,0.8,-2.56,-2.56,0.82,-2.56,-539.72,-539.72,-4.16,-4.16,0.82,1591.55,-4.16,-457.27,0.8,0.8,0.36,0.36,0.82,0.82,1591.55,1591.55,-2.56,-10.66,0.82,0.82,0.36,1591.55,-457.27,1591.55,-4.16,-4.16,-457.27,-539.72,0.36,-2.56,-457.27,-10.66,0.36,-4.16,-10.66,-2.56,-10.66,-457.27,-457.27,-4.16,-10.66,0.36,0.8,1591.55,-4.16,-2.56,0.8,0.82,0.8,0.82,0.8,1591.55,-539.72,0.36,1591.55,-539.72,-10.66,0.36,-457.27,-539.72,-10.66,0.82,-457.27,-10.66,0.82,-4.16,-539.72,-10.66,Very Low
891.78,-6.26,1143.54,-6.26,0.39,0.6,0.39,0.6,-14.53,891.78,-31.68,1143.54,891.78,1612.31,0.6,-6.26,1612.31,0.6,-6.26,-6.26,0.87,-6.26,891.78,891.78,-14.53,-14.53,0.87,1612.31,-14.53,1143.54,0.6,0.6,0.39,0.39,0.87,0.87,1612.31,1612.31,-6.26,-31.68,0.87,0.87,0.39,1612.31,1143.54,1612.31,-14.53,-14.53,1143.54,891.78,0.39,-6.26,1143.54,-31.68,0.39,-14.53,-31.68,-6.26,-31.68,1143.54,1143.54,-14.53,-31.68,0.39,0.6,1612.31,-14.53,-6.26,0.6,0.87,0.6,0.87,0.6,1612.31,891.78,0.39,1612.31,891.78,-31.68,0.39,1143.54,891.78,-31.68,0.87,1143.54,-31.68,0.87,-14.53,891.78,-31.68,Very Low
1242.97,-2.35,749.38,-2.35,0.5,0.83,0.5,0.83,-5.49,1242.97,-12.96,749.38,1242.97,1679.25,0.83,-2.35,1679.25,0.83,-2.35,-2.35,0.82,-2.35,1242.97,1242.97,-5.49,-5.49,0.82,1679.25,-5.49,749.38,0.83,0.83,0.5,0.5,0.82,0.82,1679.25,1679.25,-2.35,-12.96,0.82,0.82,0.5,1679.25,749.38,1679.25,-5.49,-5.49,749.38,1242.97,0.5,-2.35,749.38,-12.96,0.5,-5.49,-12.96,-2.35,-12.96,749.38,749.38,-5.49,-12.96,0.5,0.83,1679.25,-5.49,-2.35,0.83,0.82,0.83,0.82,0.83,1679.25,1242.97,0.5,1679.25,1242.97,-12.96,0.5,749.38,1242.97,-12.96,0.82,749.38,-12.96,0.82,-5.49,1242.97,-12.96,Very Low
436.31,-1.18,167.54,-1.18,0.58,1.2,0.58,1.2,-0.75,436.31,-1.07,167.54,436.31,1778.31,1.2,-1.18,1778.31,1.2,-1.18,-1.18,0.73,-1.18,436.31,436.31,-0.75,-0.75,0.73,1778.31,-0.75,167.54,1.2,1.2,0.58,0.58,0.73,0.73,1778.31,1778.31,-1.18,-1.07,0.73,0.73,0.58,1778.31,167.54,1778.31,-0.75,-0.75,167.54,436.31,0.58,-1.18,167.54,-1.07,0.58,-0.75,-1.07,-1.18,-1.07,167.54,167.54,-0.75,-1.07,0.58,1.2,1778.31,-0.75,-1.18,1.2,0.73,1.2,0.73,1.2,1778.31,436.31,0.58,1778.31,436.31,-1.07,0.58,167.54,436.31,-1.07,0.73,167.54,-1.07,0.73,-0.75,436.31,-1.07,Very Low
374.97,-1.04,-243.65,-1.04,0.49,1.46,0.49,1.46,-4.37,374.97,-9.66,-243.65,374.97,1711.86,1.46,-1.04,1711.86,1.46,-1.04,-1.04,0.67,-1.04,374.97,374.97,-4.37,-4.37,0.67,1711.86,-4.37,-243.65,1.46,1.46,0.49,0.49,0.67,0.67,1711.86,1711.86,-1.04,-9.66,0.67,0.67,0.49,1711.86,-243.65,1711.86,-4.37,-4.37,-243.65,374.97,0.49,-1.04,-243.65,-9.66,0.49,-4.37,-9.66,-1.04,-9.66,-243.65,-243.65,-4.37,-9.66,0.49,1.46,1711.86,-4.37,-1.04,1.46,0.67,1.46,0.67,1.46,1711.86,374.97,0.49,1711.86,374.97,-9.66,0.49,-243.65,374.97,-9.66,0.67,-243.65,-9.66,0.67,-4.37,374.97,-9.66,Very Low
320.39,0.18,-345.93,0.18,0.43,1.17,0.43,1.17,1.24,320.39,-4.59,-345.93,320.39,1598.36,1.17,0.18,1598.36,1.17,0.18,0.18,0.74,0.18,320.39,320.39,1.24,1.24,0.74,1598.36,1.24,-345.93,1.17,1.17,0.43,0.43,0.74,0.74,1598.36,1598.36,0.18,-4.59,0.74,0.74,0.43,1598.36,-345.93,1598.36,1.24,1.24,-345.93,320.39,0.43,0.18,-345.93,-4.59,0.43,1.24,-4.59,0.18,-4.59,-345.93,-345.93,1.24,-4.59,0.43,1.17,1598.36,1.24,0.18,1.17,0.74,1.17,0.74,1.17,1598.36,320.39,0.43,1598.36,320.39,-4.59,0.43,-345.93,320.39,-4.59,0.74,-345.93,-4.59,0.74,1.24,320.39,-4.59,Very Low
-82.58,2.18,21.88,2.18,0.46,0.66,0.46,0.66,1.57,-82.58,2.24,21.88,-82.58,1556.63,0.66,2.18,1556.63,0.66,2.18,2.18,0.85,2.18,-82.58,-82.58,1.57,1.57,0.85,1556.63,1.57,21.88,0.66,0.66,0.46,0.46,0.85,0.85,1556.63,1556.63,2.18,2.24,0.85,0.85,0.46,1556.63,21.88,1556.63,1.57,1.57,21.88,-82.58,0.46,2.18,21.88,2.24,0.46,1.57,2.24,2.18,2.24,21.88,21.88,1.57,2.24,0.46,0.66,1556.63,1.57,2.18,0.66,0.85,0.66,0.85,0.66,1556.63,-82.58,0.46,1556.63,-82.58,2.24,0.46,21.88,-82.58,2.24,0.85,21.88,2.24,0.85,1.57,-82.58,2.24,Very Low
87.84,1.24,136.33,1.24,0.49,0.53,0.49,0.53,-1.12,87.84,-0.56,136.33,87.84,1357.87,0.53,1.24,1357.87,0.53,1.24,1.24,0.88,1.24,87.84,87.84,-1.12,-1.12,0.88,1357.87,-1.12,136.33,0.53,0.53,0.49,0.49,0.88,0.88,1357.87,1357.87,1.24,-0.56,0.88,0.88,0.49,1357.87,136.33,1357.87,-1.12,-1.12,136.33,87.84,0.49,1.24,136.33,-0.56,0.49,-1.12,-0.56,1.24,-0.56,136.33,136.33,-1.12,-0.56,0.49,0.53,1357.87,-1.12,1.24,0.53,0.88,0.53,0.88,0.53,1357.87,87.84,0.49,1357.87,87.84,-0.56,0.49,136.33,87.84,-0.56,0.88,136.33,-0.56,0.88,-1.12,87.84,-0.56,Medium
-30.25,2.77,193.12,2.77,0.49,0.46,0.49,0.46,-0.4,-30.25,5.31,193.12,-30.25,1263.02,0.46,2.77,1263.02,0.46,2.77,2.77,0.9,2.77,-30.25,-30.25,-0.4,-0.4,0.9,1263.02,-0.4,193.12,0.46,0.46,0.49,0.49,0.9,0.9,1263.02,1263.02,2.77,5.31,0.9,0.9,0.49,1263.02,193.12,1263.02,-0.4,-0.4,193.12,-30.25,0.49,2.77,193.12,5.31,0.49,-0.4,5.31,2.77,5.31,193.12,193.12,-0.4,5.31,0.49,0.46,1263.02,-0.4,2.77,0.46,0.9,0.46,0.9,0.46,1263.02,-30.25,0.49,1263.02,-30.25,5.31,0.49,193.12,-30.25,5.31,0.9,193.12,5.31,0.9,-0.4,-30.25,5.31,High
-173.35,0.03,317.14,0.03,0.44,0.6,0.44,0.6,-0.27,-173.35,-0.33,317.14,-173.35,1443.61,0.6,0.03,1443.61,0.6,0.03,0.03,0.87,0.03,-173.35,-173.35,-0.27,-0.27,0.87,1443.61,-0.27,317.14,0.6,0.6,0.44,0.44,0.87,0.87,1443.61,1443.61,0.03,-0.33,0.87,0.87,0.44,1443.61,317.14,1443.61,-0.27,-0.27,317.14,-173.35,0.44,0.03,317.14,-0.33,0.44,-0.27,-0.33,0.03,-0.33,317.14,317.14,-0.27,-0.33,0.44,0.6,1443.61,-0.27,0.03,0.6,0.87,0.6,0.87,0.6,1443.61,-173.35,0.44,1443.61,-173.35,-0.33,0.44,317.14,-173.35,-0.33,0.87,317.14,-0.33,0.87,-0.27,-173.35,-0.33,Very High
-127.64,-5.07,-1148.03,-5.07,0.42,1.07,0.42,1.07,-6.39,-127.64,-17.83,-1148.03,-127.64,1325.76,1.07,-5.07,1325.76,1.07,-5.07,-5.07,0.7,-5.07,-127.64,-127.64,-6.39,-6.39,0.7,1325.76,-6.39,-1148.03,1.07,1.07,0.42,0.42,0.7,0.7,1325.76,1325.76,-5.07,-17.83,0.7,0.7,0.42,1325.76,-1148.03,1325.76,-6.39,-6.39,-1148.03,-127.64,0.42,-5.07,-1148.03,-17.83,0.42,-6.39,-17.83,-5.07,-17.83,-1148.03,-1148.03,-6.39,-17.83,0.42,1.07,1325.76,-6.39,-5.07,1.07,0.7,1.07,0.7,1.07,1325.76,-127.64,0.42,1325.76,-127.64,-17.83,0.42,-1148.03,-127.64,-17.83,0.7,-1148.03,-17.83,0.7,-6.39,-127.64,-17.83,Very High
-412.65,-5.96,-2111.39,-5.96,0.43,1.14,0.43,1.14,-8.52,-412.65,-22.31,-2111.39,-412.65,1244.73,1.14,-5.96,1244.73,1.14,-5.96,-5.96,0.68,-5.96,-412.65,-412.65,-8.52,-8.52,0.68,1244.73,-8.52,-2111.39,1.14,1.14,0.43,0.43,0.68,0.68,1244.73,1244.73,-5.96,-22.31,0.68,0.68,0.43,1244.73,-2111.39,1244.73,-8.52,-8.52,-2111.39,-412.65,0.43,-5.96,-2111.39,-22.31,0.43,-8.52,-22.31,-5.96,-22.31,-2111.39,-2111.39,-8.52,-22.31,0.43,1.14,1244.73,-8.52,-5.96,1.14,0.68,1.14,0.68,1.14,1244.73,-412.65,0.43,1244.73,-412.65,-22.31,0.43,-2111.39,-412.65,-22.31,0.68,-2111.39,-22.31,0.68,-8.52,-412.65,-22.31,Very High
