accX_mad,gyroX_kurtosis,accY_mean,gyroX_iqr,ci_sma,distance_std,ci_std,distance_mean,gyroZ_skewness,accX_max,gyroY_skewness,accY_min,accX_min,accZ_iqr,distance_sma,gyroX_sma,accZ_sma,distance_iqr,gyroX_mad,gyroX_max,proximity_min,gyroX_min,accX_mean,accX_iqr,gyroZ_maxInds,gyroZ_mad,proximity_kurtosis,accZ_min,gyroZ_kurtosis,accY_skewness,distance_skewness,distance_kurtosis,ci_max,ci_min,proximity_sma,proximity_std,accZ_max,accZ_std,gyroX_std,gyroY_std,proximity_maxInds,proximity_max,ci_iqr,accZ_mad,accY_kurtosis,accZ_skewness,gyroZ_min,gyroZ_max,accY_iqr,accX_sma,ci_mean,gyroX_maxInds,accY_std,gyroY_mean,ci_maxInds,gyroZ_sma,gyroY_kurtosis,gyroX_mean,gyroY_maxInds,accY_mad,accY_max,gyroZ_iqr,gyroY_sma,ci_kurtosis,distance_maxInds,accZ_maxInds,gyroZ_mean,gyroX_skewness,distance_mad,proximity_mad,distance_max,proximity_iqr,distance_min,accZ_kurtosis,accX_maxInds,ci_mad,accZ_mean,accX_skewness,gyroY_iqr,ci_skewness,accY_maxInds,accX_std,gyroY_min,proximity_skewness,accY_sma,gyroY_max,proximity_mean,gyroZ_std,accX_kurtosis,gyroY_mad,control
-570.29,-7.98,287.28,-7.98,0.56,0.46,0.56,0.46,-3.4,-570.29,-21.87,287.28,-570.29,520.46,0.46,-7.98,520.46,0.46,-7.98,-7.98,0.78,-7.98,-570.29,-570.29,-3.4,-3.4,0.78,520.46,-3.4,287.28,0.46,0.46,0.56,0.56,0.78,0.78,520.46,520.46,-7.98,-21.87,0.78,0.78,0.56,520.46,287.28,520.46,-3.4,-3.4,287.28,-570.29,0.56,-7.98,287.28,-21.87,0.56,-3.4,-21.87,-7.98,-21.87,287.28,287.28,-3.4,-21.87,0.56,0.46,520.46,-3.4,-7.98,0.46,0.78,0.46,0.78,0.46,520.46,-570.29,0.56,520.46,-570.29,-21.87,0.56,287.28,-570.29,-21.87,0.78,287.28,-21.87,0.78,-3.4,-570.29,-21.87,High
-655.97,-1.32,445.55,-1.32,0.33,0.79,0.33,0.79,-2.35,-655.97,-6.82,445.55,-655.97,706.6,0.79,-1.32,706.6,0.79,-1.32,-1.32,0.83,-1.32,-655.97,-655.97,-2.35,-2.35,0.83,706.6,-2.35,445.55,0.79,0.79,0.33,0.33,0.83,0.83,706.6,706.6,-1.32,-6.82,0.83,0.83,0.33,706.6,445.55,706.6,-2.35,-2.35,445.55,-655.97,0.33,-1.32,445.55,-6.82,0.33,-2.35,-6.82,-1.32,-6.82,445.55,445.55,-2.35,-6.82,0.33,0.79,706.6,-2.35,-1.32,0.79,0.83,0.79,0.83,0.79,706.6,-655.97,0.33,706.6,-655.97,-6.82,0.33,445.55,-655.97,-6.82,0.83,445.55,-6.82,0.83,-2.35,-655.97,-6.82,Medium
-755.33,1.88,-81.79,1.88,0.25,0.87,0.25,0.87,-2.59,-755.33,0.88,-81.79,-755.33,864.8,0.87,1.88,864.8,0.87,1.88,1.88,0.81,1.88,-755.33,-755.33,-2.59,-2.59,0.81,864.8,-2.59,-81.79,0.87,0.87,0.25,0.25,0.81,0.81,864.8,864.8,1.88,0.88,0.81,0.81,0.25,864.8,-81.79,864.8,-2.59,-2.59,-81.79,-755.33,0.25,1.88,-81.79,0.88,0.25,-2.59,0.88,1.88,0.88,-81.79,-81.79,-2.59,0.88,0.25,0.87,864.8,-2.59,1.88,0.87,0.81,0.87,0.81,0.87,864.8,-755.33,0.25,864.8,-755.33,0.88,0.25,-81.79,-755.33,0.88,0.81,-81.79,0.88,0.81,-2.59,-755.33,0.88,Medium
-851.06,2.69,-261.62,2.69,0.25,0.88,0.25,0.88,-3.1,-851.06,0.05,-261.62,-851.06,855.7,0.88,2.69,855.7,0.88,2.69,2.69,0.81,2.69,-851.06,-851.06,-3.1,-3.1,0.81,855.7,-3.1,-261.62,0.88,0.88,0.25,0.25,0.81,0.81,855.7,855.7,2.69,0.05,0.81,0.81,0.25,855.7,-261.62,855.7,-3.1,-3.1,-261.62,-851.06,0.25,2.69,-261.62,0.05,0.25,-3.1,0.05,2.69,0.05,-261.62,-261.62,-3.1,0.05,0.25,0.88,855.7,-3.1,2.69,0.88,0.81,0.88,0.81,0.88,855.7,-851.06,0.25,855.7,-851.06,0.05,0.25,-261.62,-851.06,0.05,0.81,-261.62,0.05,0.81,-3.1,-851.06,0.05,High
-849.78,2.03,-257.8,2.03,0.31,0.87,0.31,0.87,-3.76,-849.78,-0.48,-257.8,-849.78,789.63,0.87,2.03,789.63,0.87,2.03,2.03,0.81,2.03,-849.78,-849.78,-3.76,-3.76,0.81,789.63,-3.76,-257.8,0.87,0.87,0.31,0.31,0.81,0.81,789.63,789.63,2.03,-0.48,0.81,0.81,0.31,789.63,-257.8,789.63,-3.76,-3.76,-257.8,-849.78,0.31,2.03,-257.8,-0.48,0.31,-3.76,-0.48,2.03,-0.48,-257.8,-257.8,-3.76,-0.48,0.31,0.87,789.63,-3.76,2.03,0.87,0.81,0.87,0.81,0.87,789.63,-849.78,0.31,789.63,-849.78,-0.48,0.31,-257.8,-849.78,-0.48,0.81,-257.8,-0.48,0.81,-3.76,-849.78,-0.48,High
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676.22,4.27,899.28,4.27,0.36,0.71,0.36,0.71,-2.62,676.22,1.07,899.28,676.22,1195.11,0.71,4.27,1195.11,0.71,4.27,4.27,0.84,4.27,676.22,676.22,-2.62,-2.62,0.84,1195.11,-2.62,899.28,0.71,0.71,0.36,0.36,0.84,0.84,1195.11,1195.11,4.27,1.07,0.84,0.84,0.36,1195.11,899.28,1195.11,-2.62,-2.62,899.28,676.22,0.36,4.27,899.28,1.07,0.36,-2.62,1.07,4.27,1.07,899.28,899.28,-2.62,1.07,0.36,0.71,1195.11,-2.62,4.27,0.71,0.84,0.71,0.84,0.71,1195.11,676.22,0.36,1195.11,676.22,1.07,0.36,899.28,676.22,1.07,0.84,899.28,1.07,0.84,-2.62,676.22,1.07,Medium
461.82,5.02,1011.93,5.02,0.41,0.64,0.41,0.64,-3.75,461.82,4.74,1011.93,461.82,1113.95,0.64,5.02,1113.95,0.64,5.02,5.02,0.86,5.02,461.82,461.82,-3.75,-3.75,0.86,1113.95,-3.75,1011.93,0.64,0.64,0.41,0.41,0.86,0.86,1113.95,1113.95,5.02,4.74,0.86,0.86,0.41,1113.95,1011.93,1113.95,-3.75,-3.75,1011.93,461.82,0.41,5.02,1011.93,4.74,0.41,-3.75,4.74,5.02,4.74,1011.93,1011.93,-3.75,4.74,0.41,0.64,1113.95,-3.75,5.02,0.64,0.86,0.64,0.86,0.64,1113.95,461.82,0.41,1113.95,461.82,4.74,0.41,1011.93,461.82,4.74,0.86,1011.93,4.74,0.86,-3.75,461.82,4.74,Low
189.95,8.29,1309.04,8.29,0.48,0.4,0.48,0.4,-2.77,189.95,11.61,1309.04,189.95,1073.66,0.4,8.29,1073.66,0.4,8.29,8.29,0.78,8.29,189.95,189.95,-2.77,-2.77,0.78,1073.66,-2.77,1309.04,0.4,0.4,0.48,0.48,0.78,0.78,1073.66,1073.66,8.29,11.61,0.78,0.78,0.48,1073.66,1309.04,1073.66,-2.77,-2.77,1309.04,189.95,0.48,8.29,1309.04,11.61,0.48,-2.77,11.61,8.29,11.61,1309.04,1309.04,-2.77,11.61,0.48,0.4,1073.66,-2.77,8.29,0.4,0.78,0.4,0.78,0.4,1073.66,189.95,0.48,1073.66,189.95,11.61,0.48,1309.04,189.95,11.61,0.78,1309.04,11.61,0.78,-2.77,189.95,11.61,Medium
-1396.9,10.02,1400.58,10.02,0.44,0.9,0.44,0.9,-2.69,-1396.9,18.35,1400.58,-1396.9,656.37,0.9,10.02,656.37,0.9,10.02,10.02,0.67,10.02,-1396.9,-1396.9,-2.69,-2.69,0.67,656.37,-2.69,1400.58,0.9,0.9,0.44,0.44,0.67,0.67,656.37,656.37,10.02,18.35,0.67,0.67,0.44,656.37,1400.58,656.37,-2.69,-2.69,1400.58,-1396.9,0.44,10.02,1400.58,18.35,0.44,-2.69,18.35,10.02,18.35,1400.58,1400.58,-2.69,18.35,0.44,0.9,656.37,-2.69,10.02,0.9,0.67,0.9,0.67,0.9,656.37,-1396.9,0.44,656.37,-1396.9,18.35,0.44,1400.58,-1396.9,18.35,0.67,1400.58,18.35,0.67,-2.69,-1396.9,18.35,Medium
-1788.52,5.62,1104.83,5.62,0.36,1.4,0.36,1.4,-4.85,-1788.52,8.18,1104.83,-1788.52,581.45,1.4,5.62,581.45,1.4,5.62,5.62,0.69,5.62,-1788.52,-1788.52,-4.85,-4.85,0.69,581.45,-4.85,1104.83,1.4,1.4,0.36,0.36,0.69,0.69,581.45,581.45,5.62,8.18,0.69,0.69,0.36,581.45,1104.83,581.45,-4.85,-4.85,1104.83,-1788.52,0.36,5.62,1104.83,8.18,0.36,-4.85,8.18,5.62,8.18,1104.83,1104.83,-4.85,8.18,0.36,1.4,581.45,-4.85,5.62,1.4,0.69,1.4,0.69,1.4,581.45,-1788.52,0.36,581.45,-1788.52,8.18,0.36,1104.83,-1788.52,8.18,0.69,1104.83,8.18,0.69,-4.85,-1788.52,8.18,Low
-740.93,2.25,803.12,2.25,0.27,1.07,0.27,1.07,-3.68,-740.93,-1.54,803.12,-740.93,926.62,1.07,2.25,926.62,1.07,2.25,2.25,0.56,2.25,-740.93,-740.93,-3.68,-3.68,0.56,926.62,-3.68,803.12,1.07,1.07,0.27,0.27,0.56,0.56,926.62,926.62,2.25,-1.54,0.56,0.56,0.27,926.62,803.12,926.62,-3.68,-3.68,803.12,-740.93,0.27,2.25,803.12,-1.54,0.27,-3.68,-1.54,2.25,-1.54,803.12,803.12,-3.68,-1.54,0.27,1.07,926.62,-3.68,2.25,1.07,0.56,1.07,0.56,1.07,926.62,-740.93,0.27,926.62,-740.93,-1.54,0.27,803.12,-740.93,-1.54,0.56,803.12,-1.54,0.56,-3.68,-740.93,-1.54,Low
-662.6,-1.03,544.1,-1.03,0.28,0.8,0.28,0.8,-3.86,-662.6,-5.14,544.1,-662.6,987.67,0.8,-1.03,987.67,0.8,-1.03,-1.03,0.61,-1.03,-662.6,-662.6,-3.86,-3.86,0.61,987.67,-3.86,544.1,0.8,0.8,0.28,0.28,0.61,0.61,987.67,987.67,-1.03,-5.14,0.61,0.61,0.28,987.67,544.1,987.67,-3.86,-3.86,544.1,-662.6,0.28,-1.03,544.1,-5.14,0.28,-3.86,-5.14,-1.03,-5.14,544.1,544.1,-3.86,-5.14,0.28,0.8,987.67,-3.86,-1.03,0.8,0.61,0.8,0.61,0.8,987.67,-662.6,0.28,987.67,-662.6,-5.14,0.28,544.1,-662.6,-5.14,0.61,544.1,-5.14,0.61,-3.86,-662.6,-5.14,Low
-498.27,0.28,527.11,0.28,0.33,0.68,0.33,0.68,-4.46,-498.27,-2.43,527.11,-498.27,1109.73,0.68,0.28,1109.73,0.68,0.28,0.28,0.85,0.28,-498.27,-498.27,-4.46,-4.46,0.85,1109.73,-4.46,527.11,0.68,0.68,0.33,0.33,0.85,0.85,1109.73,1109.73,0.28,-2.43,0.85,0.85,0.33,1109.73,527.11,1109.73,-4.46,-4.46,527.11,-498.27,0.33,0.28,527.11,-2.43,0.33,-4.46,-2.43,0.28,-2.43,527.11,527.11,-4.46,-2.43,0.33,0.68,1109.73,-4.46,0.28,0.68,0.85,0.68,0.85,0.68,1109.73,-498.27,0.33,1109.73,-498.27,-2.43,0.33,527.11,-498.27,-2.43,0.85,527.11,-2.43,0.85,-4.46,-498.27,-2.43,Low
-1601.03,13.21,-87.45,13.21,0.34,0.91,0.34,0.91,-0.23,-1601.03,25.01,-87.45,-1601.03,845.64,0.91,13.21,845.64,0.91,13.21,13.21,0.8,13.21,-1601.03,-1601.03,-0.23,-0.23,0.8,845.64,-0.23,-87.45,0.91,0.91,0.34,0.34,0.8,0.8,845.64,845.64,13.21,25.01,0.8,0.8,0.34,845.64,-87.45,845.64,-0.23,-0.23,-87.45,-1601.03,0.34,13.21,-87.45,25.01,0.34,-0.23,25.01,13.21,25.01,-87.45,-87.45,-0.23,25.01,0.34,0.91,845.64,-0.23,13.21,0.91,0.8,0.91,0.8,0.91,845.64,-1601.03,0.34,845.64,-1601.03,25.01,0.34,-87.45,-1601.03,25.01,0.8,-87.45,25.01,0.8,-0.23,-1601.03,25.01,Low
-2045.39,12.26,-1178.69,12.26,0.4,0.83,0.4,0.83,-0.34,-2045.39,19.19,-1178.69,-2045.39,385.31,0.83,12.26,385.31,0.83,12.26,12.26,0.81,12.26,-2045.39,-2045.39,-0.34,-0.34,0.81,385.31,-0.34,-1178.69,0.83,0.83,0.4,0.4,0.81,0.81,385.31,385.31,12.26,19.19,0.81,0.81,0.4,385.31,-1178.69,385.31,-0.34,-0.34,-1178.69,-2045.39,0.4,12.26,-1178.69,19.19,0.4,-0.34,19.19,12.26,19.19,-1178.69,-1178.69,-0.34,19.19,0.4,0.83,385.31,-0.34,12.26,0.83,0.81,0.83,0.81,0.83,385.31,-2045.39,0.4,385.31,-2045.39,19.19,0.4,-1178.69,-2045.39,19.19,0.81,-1178.69,19.19,0.81,-0.34,-2045.39,19.19,Medium
474.86,-12.86,-296.32,-12.86,0.49,1.6,0.49,1.6,-0.27,474.86,-26.84,-296.32,474.86,34.32,1.6,-12.86,34.32,1.6,-12.86,-12.86,0.64,-12.86,474.86,474.86,-0.27,-0.27,0.64,34.32,-0.27,-296.32,1.6,1.6,0.49,0.49,0.64,0.64,34.32,34.32,-12.86,-26.84,0.64,0.64,0.49,34.32,-296.32,34.32,-0.27,-0.27,-296.32,474.86,0.49,-12.86,-296.32,-26.84,0.49,-0.27,-26.84,-12.86,-26.84,-296.32,-296.32,-0.27,-26.84,0.49,1.6,34.32,-0.27,-12.86,1.6,0.64,1.6,0.64,1.6,34.32,474.86,0.49,34.32,474.86,-26.84,0.49,-296.32,474.86,-26.84,0.64,-296.32,-26.84,0.64,-0.27,474.86,-26.84,Medium
723.88,-11.26,1092.52,-11.26,0.54,2.33,0.54,2.33,0.49,723.88,-15.27,1092.52,723.88,338.86,2.33,-11.26,338.86,2.33,-11.26,-11.26,0.48,-11.26,723.88,723.88,0.49,0.49,0.48,338.86,0.49,1092.52,2.33,2.33,0.54,0.54,0.48,0.48,338.86,338.86,-11.26,-15.27,0.48,0.48,0.54,338.86,1092.52,338.86,0.49,0.49,1092.52,723.88,0.54,-11.26,1092.52,-15.27,0.54,0.49,-15.27,-11.26,-15.27,1092.52,1092.52,0.49,-15.27,0.54,2.33,338.86,0.49,-11.26,2.33,0.48,2.33,0.48,2.33,338.86,723.88,0.54,338.86,723.88,-15.27,0.54,1092.52,723.88,-15.27,0.48,1092.52,-15.27,0.48,0.49,723.88,-15.27,High
-996.53,4.61,893.44,4.61,0.5,1.42,0.5,1.42,-2.86,-996.53,9.55,893.44,-996.53,886.79,1.42,4.61,886.79,1.42,4.61,4.61,0.68,4.61,-996.53,-996.53,-2.86,-2.86,0.68,886.79,-2.86,893.44,1.42,1.42,0.5,0.5,0.68,0.68,886.79,886.79,4.61,9.55,0.68,0.68,0.5,886.79,893.44,886.79,-2.86,-2.86,893.44,-996.53,0.5,4.61,893.44,9.55,0.5,-2.86,9.55,4.61,9.55,893.44,893.44,-2.86,9.55,0.5,1.42,886.79,-2.86,4.61,1.42,0.68,1.42,0.68,1.42,886.79,-996.53,0.5,886.79,-996.53,9.55,0.5,893.44,-996.53,9.55,0.68,893.44,9.55,0.68,-2.86,-996.53,9.55,Medium
-946.65,2.14,560.3,2.14,0.39,0.8,0.39,0.8,-3.46,-946.65,-1.3,560.3,-946.65,991.2,0.8,2.14,991.2,0.8,2.14,2.14,0.82,2.14,-946.65,-946.65,-3.46,-3.46,0.82,991.2,-3.46,560.3,0.8,0.8,0.39,0.39,0.82,0.82,991.2,991.2,2.14,-1.3,0.82,0.82,0.39,991.2,560.3,991.2,-3.46,-3.46,560.3,-946.65,0.39,2.14,560.3,-1.3,0.39,-3.46,-1.3,2.14,-1.3,560.3,560.3,-3.46,-1.3,0.39,0.8,991.2,-3.46,2.14,0.8,0.82,0.8,0.82,0.8,991.2,-946.65,0.39,991.2,-946.65,-1.3,0.39,560.3,-946.65,-1.3,0.82,560.3,-1.3,0.82,-3.46,-946.65,-1.3,Low
276.12,-5.07,375.07,-5.07,0.37,1.08,0.37,1.08,-1.67,276.12,-17.38,375.07,276.12,805.84,1.08,-5.07,805.84,1.08,-5.07,-5.07,0.76,-5.07,276.12,276.12,-1.67,-1.67,0.76,805.84,-1.67,375.07,1.08,1.08,0.37,0.37,0.76,0.76,805.84,805.84,-5.07,-17.38,0.76,0.76,0.37,805.84,375.07,805.84,-1.67,-1.67,375.07,276.12,0.37,-5.07,375.07,-17.38,0.37,-1.67,-17.38,-5.07,-17.38,375.07,375.07,-1.67,-17.38,0.37,1.08,805.84,-1.67,-5.07,1.08,0.76,1.08,0.76,1.08,805.84,276.12,0.37,805.84,276.12,-17.38,0.37,375.07,276.12,-17.38,0.76,375.07,-17.38,0.76,-1.67,276.12,-17.38,Low
-258.1,2.2,326.82,2.2,0.42,0.89,0.42,0.89,-4.87,-258.1,2.86,326.82,-258.1,469.11,0.89,2.2,469.11,0.89,2.2,2.2,0.65,2.2,-258.1,-258.1,-4.87,-4.87,0.65,469.11,-4.87,326.82,0.89,0.89,0.42,0.42,0.65,0.65,469.11,469.11,2.2,2.86,0.65,0.65,0.42,469.11,326.82,469.11,-4.87,-4.87,326.82,-258.1,0.42,2.2,326.82,2.86,0.42,-4.87,2.86,2.2,2.86,326.82,326.82,-4.87,2.86,0.42,0.89,469.11,-4.87,2.2,0.89,0.65,0.89,0.65,0.89,469.11,-258.1,0.42,469.11,-258.1,2.86,0.42,326.82,-258.1,2.86,0.65,326.82,2.86,0.65,-4.87,-258.1,2.86,Medium
-1460.01,8.41,578.28,8.41,0.46,0.73,0.46,0.73,-6.2,-1460.01,16.83,578.28,-1460.01,623.95,0.73,8.41,623.95,0.73,8.41,8.41,0.57,8.41,-1460.01,-1460.01,-6.2,-6.2,0.57,623.95,-6.2,578.28,0.73,0.73,0.46,0.46,0.57,0.57,623.95,623.95,8.41,16.83,0.57,0.57,0.46,623.95,578.28,623.95,-6.2,-6.2,578.28,-1460.01,0.46,8.41,578.28,16.83,0.46,-6.2,16.83,8.41,16.83,578.28,578.28,-6.2,16.83,0.46,0.73,623.95,-6.2,8.41,0.73,0.57,0.73,0.57,0.73,623.95,-1460.01,0.46,623.95,-1460.01,16.83,0.46,578.28,-1460.01,16.83,0.57,578.28,16.83,0.57,-6.2,-1460.01,16.83,High
-1081.82,2.48,566.59,2.48,0.45,0.83,0.45,0.83,-3.41,-1081.82,1.97,566.59,-1081.82,902.7,0.83,2.48,902.7,0.83,2.48,2.48,0.69,2.48,-1081.82,-1081.82,-3.41,-3.41,0.69,902.7,-3.41,566.59,0.83,0.83,0.45,0.45,0.69,0.69,902.7,902.7,2.48,1.97,0.69,0.69,0.45,902.7,566.59,902.7,-3.41,-3.41,566.59,-1081.82,0.45,2.48,566.59,1.97,0.45,-3.41,1.97,2.48,1.97,566.59,566.59,-3.41,1.97,0.45,0.83,902.7,-3.41,2.48,0.83,0.69,0.83,0.69,0.83,902.7,-1081.82,0.45,902.7,-1081.82,1.97,0.45,566.59,-1081.82,1.97,0.69,566.59,1.97,0.69,-3.41,-1081.82,1.97,Medium
-1656.27,8.01,-167.56,8.01,0.38,0.78,0.38,0.78,-2.11,-1656.27,11.23,-167.56,-1656.27,782.42,0.78,8.01,782.42,0.78,8.01,8.01,0.83,8.01,-1656.27,-1656.27,-2.11,-2.11,0.83,782.42,-2.11,-167.56,0.78,0.78,0.38,0.38,0.83,0.83,782.42,782.42,8.01,11.23,0.83,0.83,0.38,782.42,-167.56,782.42,-2.11,-2.11,-167.56,-1656.27,0.38,8.01,-167.56,11.23,0.38,-2.11,11.23,8.01,11.23,-167.56,-167.56,-2.11,11.23,0.38,0.78,782.42,-2.11,8.01,0.78,0.83,0.78,0.83,0.78,782.42,-1656.27,0.38,782.42,-1656.27,11.23,0.38,-167.56,-1656.27,11.23,0.83,-167.56,11.23,0.83,-2.11,-1656.27,11.23,Medium
-1324.36,3.6,-551.45,3.6,0.44,0.65,0.44,0.65,-1.32,-1324.36,4.13,-551.45,-1324.36,596.1,0.65,3.6,596.1,0.65,3.6,3.6,0.85,3.6,-1324.36,-1324.36,-1.32,-1.32,0.85,596.1,-1.32,-551.45,0.65,0.65,0.44,0.44,0.85,0.85,596.1,596.1,3.6,4.13,0.85,0.85,0.44,596.1,-551.45,596.1,-1.32,-1.32,-551.45,-1324.36,0.44,3.6,-551.45,4.13,0.44,-1.32,4.13,3.6,4.13,-551.45,-551.45,-1.32,4.13,0.44,0.65,596.1,-1.32,3.6,0.65,0.85,0.65,0.85,0.65,596.1,-1324.36,0.44,596.1,-1324.36,4.13,0.44,-551.45,-1324.36,4.13,0.85,-551.45,4.13,0.85,-1.32,-1324.36,4.13,Medium
-699.41,-1.2,-215.01,-1.2,0.63,0.54,0.63,0.54,-2.83,-699.41,-3.54,-215.01,-699.41,738.82,0.54,-1.2,738.82,0.54,-1.2,-1.2,0.88,-1.2,-699.41,-699.41,-2.83,-2.83,0.88,738.82,-2.83,-215.01,0.54,0.54,0.63,0.63,0.88,0.88,738.82,738.82,-1.2,-3.54,0.88,0.88,0.63,738.82,-215.01,738.82,-2.83,-2.83,-215.01,-699.41,0.63,-1.2,-215.01,-3.54,0.63,-2.83,-3.54,-1.2,-3.54,-215.01,-215.01,-2.83,-3.54,0.63,0.54,738.82,-2.83,-1.2,0.54,0.88,0.54,0.88,0.54,738.82,-699.41,0.63,738.82,-699.41,-3.54,0.63,-215.01,-699.41,-3.54,0.88,-215.01,-3.54,0.88,-2.83,-699.41,-3.54,High
-988.35,3.1,-249.45,3.1,0.57,0.59,0.57,0.59,-3.27,-988.35,2.37,-249.45,-988.35,908.16,0.59,3.1,908.16,0.59,3.1,3.1,0.87,3.1,-988.35,-988.35,-3.27,-3.27,0.87,908.16,-3.27,-249.45,0.59,0.59,0.57,0.57,0.87,0.87,908.16,908.16,3.1,2.37,0.87,0.87,0.57,908.16,-249.45,908.16,-3.27,-3.27,-249.45,-988.35,0.57,3.1,-249.45,2.37,0.57,-3.27,2.37,3.1,2.37,-249.45,-249.45,-3.27,2.37,0.57,0.59,908.16,-3.27,3.1,0.59,0.87,0.59,0.87,0.59,908.16,-988.35,0.57,908.16,-988.35,2.37,0.57,-249.45,-988.35,2.37,0.87,-249.45,2.37,0.87,-3.27,-988.35,2.37,High
-1022.22,4.16,-485.12,4.16,0.38,0.71,0.38,0.71,-3.95,-1022.22,3.07,-485.12,-1022.22,783.27,0.71,4.16,783.27,0.71,4.16,4.16,0.84,4.16,-1022.22,-1022.22,-3.95,-3.95,0.84,783.27,-3.95,-485.12,0.71,0.71,0.38,0.38,0.84,0.84,783.27,783.27,4.16,3.07,0.84,0.84,0.38,783.27,-485.12,783.27,-3.95,-3.95,-485.12,-1022.22,0.38,4.16,-485.12,3.07,0.38,-3.95,3.07,4.16,3.07,-485.12,-485.12,-3.95,3.07,0.38,0.71,783.27,-3.95,4.16,0.71,0.84,0.71,0.84,0.71,783.27,-1022.22,0.38,783.27,-1022.22,3.07,0.38,-485.12,-1022.22,3.07,0.84,-485.12,3.07,0.84,-3.95,-1022.22,3.07,High
-736.76,-0.07,-111.14,-0.07,0.37,0.93,0.37,0.93,-2.55,-736.76,-3.86,-111.14,-736.76,708.61,0.93,-0.07,708.61,0.93,-0.07,-0.07,0.79,-0.07,-736.76,-736.76,-2.55,-2.55,0.79,708.61,-2.55,-111.14,0.93,0.93,0.37,0.37,0.79,0.79,708.61,708.61,-0.07,-3.86,0.79,0.79,0.37,708.61,-111.14,708.61,-2.55,-2.55,-111.14,-736.76,0.37,-0.07,-111.14,-3.86,0.37,-2.55,-3.86,-0.07,-3.86,-111.14,-111.14,-2.55,-3.86,0.37,0.93,708.61,-2.55,-0.07,0.93,0.79,0.93,0.79,0.93,708.61,-736.76,0.37,708.61,-736.76,-3.86,0.37,-111.14,-736.76,-3.86,0.79,-111.14,-3.86,0.79,-2.55,-736.76,-3.86,High
-685.4,-2.03,-7.75,-2.03,0.38,1.24,0.38,1.24,-1.49,-685.4,-3.62,-7.75,-685.4,945.93,1.24,-2.03,945.93,1.24,-2.03,-2.03,0.72,-2.03,-685.4,-685.4,-1.49,-1.49,0.72,945.93,-1.49,-7.75,1.24,1.24,0.38,0.38,0.72,0.72,945.93,945.93,-2.03,-3.62,0.72,0.72,0.38,945.93,-7.75,945.93,-1.49,-1.49,-7.75,-685.4,0.38,-2.03,-7.75,-3.62,0.38,-1.49,-3.62,-2.03,-3.62,-7.75,-7.75,-1.49,-3.62,0.38,1.24,945.93,-1.49,-2.03,1.24,0.72,1.24,0.72,1.24,945.93,-685.4,0.38,945.93,-685.4,-3.62,0.38,-7.75,-685.4,-3.62,0.72,-7.75,-3.62,0.72,-1.49,-685.4,-3.62,High
-1291.31,16.18,-906.33,16.18,0.42,1.65,0.42,1.65,-1.24,-1291.31,13.29,-906.33,-1291.31,899.67,1.65,16.18,899.67,1.65,16.18,16.18,0.63,16.18,-1291.31,-1291.31,-1.24,-1.24,0.63,899.67,-1.24,-906.33,1.65,1.65,0.42,0.42,0.63,0.63,899.67,899.67,16.18,13.29,0.63,0.63,0.42,899.67,-906.33,899.67,-1.24,-1.24,-906.33,-1291.31,0.42,16.18,-906.33,13.29,0.42,-1.24,13.29,16.18,13.29,-906.33,-906.33,-1.24,13.29,0.42,1.65,899.67,-1.24,16.18,1.65,0.63,1.65,0.63,1.65,899.67,-1291.31,0.42,899.67,-1291.31,13.29,0.42,-906.33,-1291.31,13.29,0.63,-906.33,13.29,0.63,-1.24,-1291.31,13.29,Medium
-565.48,1.56,-861.8,1.56,0.47,1.86,0.47,1.86,-3.56,-565.48,1.37,-861.8,-565.48,132.01,1.86,1.56,132.01,1.86,1.56,1.56,0.59,1.56,-565.48,-565.48,-3.56,-3.56,0.59,132.01,-3.56,-861.8,1.86,1.86,0.47,0.47,0.59,0.59,132.01,132.01,1.56,1.37,0.59,0.59,0.47,132.01,-861.8,132.01,-3.56,-3.56,-861.8,-565.48,0.47,1.56,-861.8,1.37,0.47,-3.56,1.37,1.56,1.37,-861.8,-861.8,-3.56,1.37,0.47,1.86,132.01,-3.56,1.56,1.86,0.59,1.86,0.59,1.86,132.01,-565.48,0.47,132.01,-565.48,1.37,0.47,-861.8,-565.48,1.37,0.59,-861.8,1.37,0.59,-3.56,-565.48,1.37,Low
-86.14,-15.12,120.13,-15.12,0.46,2.44,0.46,2.44,-5.67,-86.14,-14.13,120.13,-86.14,295.2,2.44,-15.12,295.2,2.44,-15.12,-15.12,0.46,-15.12,-86.14,-86.14,-5.67,-5.67,0.46,295.2,-5.67,120.13,2.44,2.44,0.46,0.46,0.46,0.46,295.2,295.2,-15.12,-14.13,0.46,0.46,0.46,295.2,120.13,295.2,-5.67,-5.67,120.13,-86.14,0.46,-15.12,120.13,-14.13,0.46,-5.67,-14.13,-15.12,-14.13,120.13,120.13,-5.67,-14.13,0.46,2.44,295.2,-5.67,-15.12,2.44,0.46,2.44,0.46,2.44,295.2,-86.14,0.46,295.2,-86.14,-14.13,0.46,120.13,-86.14,-14.13,0.46,120.13,-14.13,0.46,-5.67,-86.14,-14.13,Low
