accX_mad,gyroX_kurtosis,accY_mean,gyroX_iqr,ci_sma,distance_std,ci_std,distance_mean,gyroZ_skewness,accX_max,gyroY_skewness,accY_min,accX_min,accZ_iqr,distance_sma,gyroX_sma,accZ_sma,distance_iqr,gyroX_mad,gyroX_max,proximity_min,gyroX_min,accX_mean,accX_iqr,gyroZ_maxInds,gyroZ_mad,proximity_kurtosis,accZ_min,gyroZ_kurtosis,accY_skewness,distance_skewness,distance_kurtosis,ci_max,ci_min,proximity_sma,proximity_std,accZ_max,accZ_std,gyroX_std,gyroY_std,proximity_maxInds,proximity_max,ci_iqr,accZ_mad,accY_kurtosis,accZ_skewness,gyroZ_min,gyroZ_max,accY_iqr,accX_sma,ci_mean,gyroX_maxInds,accY_std,gyroY_mean,ci_maxInds,gyroZ_sma,gyroY_kurtosis,gyroX_mean,gyroY_maxInds,accY_mad,accY_max,gyroZ_iqr,gyroY_sma,ci_kurtosis,distance_maxInds,accZ_maxInds,gyroZ_mean,gyroX_skewness,distance_mad,proximity_mad,distance_max,proximity_iqr,distance_min,accZ_kurtosis,accX_maxInds,ci_mad,accZ_mean,accX_skewness,gyroY_iqr,ci_skewness,accY_maxInds,accX_std,gyroY_min,proximity_skewness,accY_sma,gyroY_max,proximity_mean,gyroZ_std,accX_kurtosis,gyroY_mad,activity
1561.0,3.11,1511.47,30.5,0.11,0.27,0.17,0.43,-1.17,2795.0,0.07,-2607.0,-4304.0,2949.5,0.09,4.34,1070.61,0.22,16.0,132.0,0.79,-38.0,-469.16,3269.0,2.0,10.0,-0.68,-7197.0,2.11,0.34,-0.65,-0.67,0.8,0.28,0.2,0.06,7391.0,2933.61,25.99,29.79,4.0,1.0,0.3,1558.0,-0.6,-0.72,-68.0,37.0,3307.5,-366.84,0.49,4.0,2106.05,13.48,4.0,-1.76,-0.68,5.55,1.0,1376.0,6475.0,20.0,10.54,-1.24,4.0,14.0,-2.25,1.17,0.08,0.02,0.95,0.05,0.0,0.83,4.0,0.12,1369.21,-0.21,47.0,0.51,6.0,1881.07,-58.0,0.66,1181.84,85.0,0.9,19.5,-1.13,23.0,Very High
1324.0,0.94,1361.96,19.0,0.07,0.25,0.06,0.18,-0.0,2795.0,0.36,-569.0,-3807.0,1968.0,0.04,1.21,1433.28,0.52,8.0,52.0,0.87,-24.0,-573.71,3082.0,6.0,7.0,-1.42,-2431.0,-0.73,0.76,0.71,-1.41,0.46,0.28,0.21,0.06,7118.0,1787.48,14.99,20.88,4.0,1.0,0.1,1070.0,-0.54,0.35,-25.0,17.0,2016.0,-446.22,0.32,7.0,1328.36,2.23,3.0,-1.97,-0.05,1.56,6.0,731.0,4790.0,15.0,1.74,-0.1,4.0,7.0,-2.53,0.9,0.0,0.0,0.58,0.12,0.0,0.2,6.0,0.0,1842.79,-0.16,18.5,1.15,6.0,1716.73,-45.0,-0.7,1059.3,59.0,0.96,10.24,-1.05,9.0,Very High
664.0,1.41,1124.35,15.5,0.07,0.31,0.05,0.3,0.68,2075.0,0.11,-323.0,-3807.0,1332.5,0.07,3.63,1288.2,0.61,8.0,52.0,0.84,-22.0,-506.71,1262.5,4.0,8.0,-1.78,-1557.0,0.48,0.5,0.25,-1.77,0.46,0.28,0.2,0.07,7118.0,1368.49,12.02,17.42,4.0,1.0,0.09,669.0,-0.24,0.66,-22.0,37.0,960.0,-396.2,0.32,7.0,674.79,1.85,5.0,-0.6,1.14,4.64,9.0,438.0,2962.0,15.5,1.45,-0.47,4.0,7.0,-0.77,0.73,0.12,0.03,0.74,0.14,0.0,2.07,8.0,0.0,1647.5,-0.39,12.5,0.89,6.0,1159.0,-45.0,-0.25,879.14,59.0,0.93,12.59,0.19,6.0,High
371.0,3.47,1272.86,18.0,0.07,0.16,0.06,0.71,1.09,3678.0,0.72,-2796.0,-7148.0,864.0,0.15,5.39,1179.48,0.13,9.0,60.0,0.78,-64.0,-914.65,684.5,3.0,5.0,3.04,-6334.0,2.28,0.56,-1.08,3.32,0.41,0.22,0.18,0.04,6147.0,1724.33,18.06,27.21,3.0,0.97,0.09,476.0,5.46,-0.94,-25.0,37.0,731.0,-719.01,0.32,6.0,1075.4,5.76,20.0,-2.71,1.92,6.86,4.0,290.0,5020.0,8.5,4.53,-1.15,3.0,11.0,-3.44,-0.22,0.07,0.02,1.01,0.03,0.12,5.94,1.0,0.05,1500.42,-1.31,17.0,-0.22,4.0,1748.07,-57.0,1.03,1000.59,95.0,0.84,11.81,3.98,9.0,High
749.0,1.51,759.83,38.0,0.05,0.56,0.19,0.51,-0.62,5017.0,-0.14,-4878.0,-7148.0,1407.5,0.12,2.84,956.08,0.77,18.0,136.0,0.0,-79.0,-224.33,1549.0,6.0,5.0,-1.86,-9012.0,1.67,-0.64,2.16,8.63,0.66,0.0,0.11,0.41,8581.0,2961.77,38.86,38.02,3.0,0.9,0.31,729.0,1.39,-0.72,-46.0,26.0,795.0,-171.76,0.21,3.0,1841.18,-4.72,3.0,-5.8,1.2,3.71,3.0,413.0,5020.0,13.0,-3.61,-0.66,3.0,11.0,-7.58,0.83,0.24,0.06,3.13,0.84,0.0,2.56,5.0,0.16,1248.76,-0.33,33.5,0.41,2.0,2390.61,-130.0,-0.33,581.74,95.0,0.49,12.2,1.16,16.0,Medium
246.0,3.59,589.93,23.0,0.02,0.47,0.18,0.12,-1.12,5017.0,-1.75,-4878.0,-3031.0,575.0,0.03,0.58,708.81,0.0,11.0,136.0,0.0,-79.0,398.12,565.5,6.0,3.0,4.74,-9012.0,2.96,-1.63,5.52,32.22,0.66,0.0,0.02,0.27,8581.0,2486.43,35.29,27.12,3.0,0.9,0.0,287.0,3.72,-0.66,-46.0,26.0,362.0,297.07,0.06,3.0,1478.34,-9.36,3.0,-4.09,4.93,0.78,1.0,175.0,3897.0,9.0,-6.98,4.99,3.0,10.0,-5.48,1.31,0.0,0.0,3.13,0.0,0.0,5.86,5.0,0.0,949.9,1.39,14.5,2.57,3.0,1498.69,-130.0,2.57,440.2,58.0,0.09,11.72,2.26,7.0,High
133.0,-0.79,981.69,13.0,0.0,0.0,0.0,0.0,0.92,641.0,-1.59,191.0,-818.0,366.0,0.0,-0.25,714.4,0.0,6.0,16.0,0.0,-20.0,-139.58,257.0,4.0,2.0,-3.0,-63.0,3.61,0.36,0.0,-3.0,0.0,0.0,0.0,0.0,1775.0,286.82,8.23,5.68,0.0,0.0,0.0,179.0,2.6,-0.65,-18.0,24.0,231.0,-103.11,0.0,2.0,220.26,1.49,0.0,-1.81,3.82,-0.33,3.0,107.0,1717.0,5.0,1.1,-3.0,0.0,2.0,-2.46,-0.27,0.0,0.0,0.0,0.0,0.0,1.48,8.0,0.0,967.11,0.28,6.0,0.0,8.0,244.76,-22.0,0.0,725.17,10.0,0.0,7.05,1.51,3.0,Very High
139.0,0.11,964.18,8.5,0.03,0.47,0.2,0.26,0.87,641.0,-0.97,191.0,-818.0,294.0,0.06,1.68,787.43,0.76,3.0,22.0,0.0,-16.0,-145.52,274.5,4.0,2.0,-0.88,-63.0,3.7,0.53,2.09,5.28,0.57,0.0,0.05,0.36,1775.0,260.65,7.97,6.19,3.0,0.83,0.3,137.0,2.57,-0.81,-18.0,24.0,237.5,-110.27,0.12,1.0,221.67,0.33,3.0,-1.73,1.22,2.21,2.0,97.0,1717.0,4.0,0.25,-0.31,3.0,9.0,-2.29,-0.04,0.0,0.0,2.3,0.65,0.0,3.28,7.0,0.0,1039.2,0.37,8.0,1.2,10.0,243.74,-22.0,1.04,730.59,10.0,0.22,7.0,1.75,4.0,Medium
140.0,2.54,995.1,5.0,0.07,0.44,0.19,0.72,-0.38,366.0,-0.05,634.0,-626.0,293.5,0.15,2.66,828.24,0.11,2.0,22.0,0.0,-7.0,-229.25,288.5,2.0,2.0,-0.0,711.0,0.38,0.47,0.34,3.18,0.57,0.0,0.13,0.33,1555.0,190.2,5.4,5.04,4.0,0.83,0.15,146.0,-0.2,0.26,-10.0,5.0,254.5,-181.18,0.34,2.0,172.79,-0.03,4.0,-1.87,-0.98,3.36,2.0,115.0,1474.0,3.5,-0.02,-0.35,3.0,2.0,-2.37,1.04,0.06,0.01,2.3,0.01,0.0,-0.47,1.0,0.08,1047.98,0.4,9.0,-1.07,9.0,211.24,-11.0,-1.39,786.45,9.0,0.64,2.92,-0.01,4.0,Low
147.5,0.6,884.9,6.75,0.08,0.04,0.06,0.91,0.61,375.0,-0.25,181.0,-626.0,381.75,0.18,-0.33,867.45,0.02,3.0,8.0,0.78,-17.0,-205.23,305.5,2.0,2.0,0.61,258.0,1.06,-0.06,-0.25,0.16,0.52,0.26,0.16,0.01,2005.0,335.42,4.77,4.0,3.0,0.82,0.06,223.5,0.11,0.2,-11.0,9.0,312.0,-163.74,0.39,2.0,240.82,-1.01,3.0,-2.87,-0.48,-0.41,2.0,159.5,1474.0,4.0,-0.81,-0.22,3.0,10.0,-3.6,-0.68,0.01,0.0,0.98,0.01,0.83,0.36,1.0,0.04,1087.29,0.11,6.0,0.11,1.0,212.43,-11.0,-0.05,705.99,6.0,0.8,3.64,-0.45,3.0,Very Low
388.0,2.18,-115.86,13.0,0.08,0.2,0.1,0.89,-1.38,6327.0,-1.38,-6806.0,-4705.0,1175.5,0.18,-5.56,985.24,0.09,6.0,61.0,0.75,-88.0,139.07,785.0,3.0,5.0,5.67,-7075.0,2.15,-0.41,-2.09,5.92,0.61,0.26,0.16,0.04,10713.0,2790.39,24.02,37.64,6.0,0.98,0.12,581.0,1.39,-0.26,-79.0,31.0,2205.5,110.5,0.4,3.0,2078.49,-20.9,5.0,-7.56,1.7,-7.0,1.0,503.0,5705.0,11.0,-16.61,-0.38,6.0,15.0,-9.51,-0.73,0.05,0.01,1.14,0.02,0.08,2.61,5.0,0.06,1239.93,0.28,41.0,0.82,1.0,1710.7,-145.0,2.05,-92.06,44.0,0.8,20.5,2.14,7.0,Low
1792.0,0.05,-1154.47,36.5,0.29,1.72,1.72,1.61,-0.64,6327.0,-0.33,-6806.0,-6239.0,4519.5,0.37,-5.97,782.83,4.14,19.0,61.0,0.0,-88.0,92.64,3763.5,3.0,19.0,-1.89,-7075.0,-0.4,0.69,0.73,-1.24,4.2,0.0,0.09,0.39,10713.0,3435.22,28.6,45.42,3.0,0.98,1.31,2038.0,1.76,-0.25,-81.0,43.0,2427.0,71.3,1.28,3.0,2099.13,-22.86,3.0,-6.34,-0.11,-7.76,1.0,1163.0,5705.0,42.5,-17.59,-0.7,4.0,15.0,-8.24,-0.36,0.99,0.07,4.2,0.73,0.0,0.01,6.0,0.32,1017.14,-0.35,64.5,1.1,14.0,2858.87,-145.0,0.2,-888.52,65.0,0.39,29.99,-0.57,33.0,Very High
1386.0,1.18,-725.38,28.0,0.39,1.91,1.81,1.69,-0.88,5356.0,-0.08,-4308.0,-6239.0,2049.0,0.41,-0.28,1014.96,4.19,13.0,75.0,0.0,-65.0,768.82,2869.0,4.0,15.0,-1.81,-5395.0,0.89,0.16,0.54,-1.66,4.2,0.0,0.1,0.43,9965.0,2579.67,21.37,31.47,3.0,1.0,3.79,1160.0,-0.23,-0.1,-81.0,43.0,1922.0,582.56,1.61,2.0,1511.77,-0.84,5.0,-1.65,-0.19,-0.37,2.0,939.0,2984.0,31.5,-0.64,-1.4,5.0,6.0,-2.18,0.18,0.54,0.07,4.2,0.81,0.0,1.27,7.0,0.66,1339.48,-0.63,39.0,0.71,7.0,2808.04,-85.0,0.39,-549.64,65.0,0.39,24.42,0.03,18.0,Very High
1632.0,2.03,-171.85,23.0,0.23,1.08,1.03,0.84,-0.04,5356.0,0.6,-2239.0,-3139.0,1620.0,0.19,2.82,1407.88,0.08,11.0,75.0,0.07,-26.0,1122.71,3459.5,4.0,11.0,5.77,-3528.0,-0.9,0.41,2.74,5.78,4.2,0.41,0.19,0.24,9965.0,2084.21,17.92,24.83,3.0,1.0,0.24,800.0,-1.0,0.66,-33.0,26.0,2258.5,864.08,0.99,2.0,1400.39,3.82,3.0,-2.69,-0.59,3.67,4.0,1057.0,2984.0,23.0,2.94,5.87,3.0,9.0,-3.5,1.23,0.04,0.01,4.2,0.02,0.0,2.47,4.0,0.12,1829.29,0.22,34.5,2.78,4.0,2136.84,-39.0,-2.74,-132.26,65.0,0.81,15.36,-0.94,16.0,Very High
1804.0,0.34,396.84,19.5,0.15,0.15,0.15,0.52,-0.06,4491.0,0.2,-2239.0,-3139.0,2312.5,0.12,4.84,1150.86,0.1,10.0,52.0,0.83,-23.0,1262.72,3610.0,8.0,9.0,3.49,-3528.0,-0.43,0.15,-1.55,3.39,0.86,0.4,0.2,0.03,5968.0,1827.32,14.97,24.19,4.0,1.0,0.29,1204.0,-1.23,-0.22,-33.0,26.0,2884.5,982.12,0.67,7.0,1682.99,5.14,5.0,-2.15,-0.89,6.22,8.0,1454.0,3566.0,18.0,3.99,-1.24,4.0,8.0,-2.76,0.36,0.04,0.01,0.76,0.02,0.0,0.18,4.0,0.14,1479.67,-0.15,37.0,-0.32,4.0,2113.38,-39.0,1.6,308.66,65.0,0.88,12.77,-1.25,20.0,Very High
1692.0,-0.81,94.14,29.0,0.12,0.61,0.26,0.51,-0.59,4491.0,-0.66,-4048.0,-5602.0,2062.0,0.12,-1.18,1045.37,0.23,14.0,32.0,0.0,-46.0,622.64,3173.0,1.0,9.0,1.29,-3902.0,0.37,0.22,5.0,27.87,0.85,0.0,0.17,0.33,6240.0,1722.48,17.65,39.6,4.0,1.0,0.29,978.0,-0.89,-0.17,-53.0,17.0,2710.5,481.73,0.55,1.0,1770.63,-16.55,10.0,-5.71,-0.28,-1.53,1.0,1290.0,3566.0,18.0,-12.81,0.12,62.0,7.0,-7.37,-0.27,0.08,0.01,4.17,0.03,0.0,0.97,1.0,0.12,1351.16,-0.46,59.0,-1.08,4.0,2387.8,-125.0,-1.79,72.83,44.0,0.75,14.65,-0.45,30.0,Very High
1148.5,-0.07,-733.76,18.0,0.11,0.59,0.24,0.54,0.14,3151.0,-0.09,-4048.0,-5602.0,1137.75,0.13,-3.72,1144.22,0.06,9.0,27.0,0.0,-46.0,-329.68,2246.75,2.0,10.5,0.96,-3902.0,0.29,-0.33,5.22,30.59,0.83,0.0,0.17,0.33,6240.0,1409.9,14.34,46.24,6.0,0.96,0.24,571.5,1.05,-0.46,-53.0,41.0,1169.75,-250.69,0.47,1.0,963.43,-11.66,7.0,-2.03,-0.17,-4.89,1.0,570.0,1721.0,21.0,-8.86,-0.01,45.0,12.0,-2.67,-0.45,0.03,0.01,4.17,0.02,0.0,4.67,2.0,0.14,1504.73,-0.7,56.25,-0.88,7.0,1842.9,-125.0,-1.71,-557.96,88.0,0.73,19.22,0.03,29.0,Very High
759.0,2.19,-453.73,11.0,0.05,0.28,0.25,0.25,1.19,4527.0,1.28,-2411.0,-4110.0,904.5,0.06,0.77,1384.37,0.55,5.0,34.0,0.0,-45.0,663.27,1655.0,5.0,6.0,-1.94,-333.0,0.65,0.77,0.26,-1.91,0.67,0.0,0.1,0.44,4374.0,841.3,11.38,25.19,3.0,0.88,0.46,451.0,2.16,0.21,-22.0,41.0,723.0,494.93,0.21,7.0,743.98,11.84,3.0,2.12,1.34,1.03,3.0,357.0,2189.0,13.5,8.84,-1.68,3.0,7.0,2.84,-0.54,0.0,0.0,0.64,0.88,0.0,0.65,7.0,0.0,1855.24,-0.71,24.5,0.37,3.0,1708.58,-31.0,0.24,-338.57,88.0,0.39,14.61,0.76,11.0,Very High
330.0,2.3,-241.36,9.0,0.03,0.34,0.2,0.17,1.53,4527.0,1.03,-1893.0,-4110.0,677.5,0.04,4.82,1556.08,0.0,5.0,41.0,0.0,-45.0,1284.78,692.5,6.0,4.0,-0.52,0.0,3.77,1.07,1.64,0.98,0.68,0.0,0.05,0.37,4374.0,732.0,13.47,11.0,3.0,1.0,0.07,315.0,3.38,0.06,-22.0,37.0,572.5,968.52,0.1,8.0,625.56,5.08,3.0,-1.04,3.02,6.39,2.0,280.0,2189.0,8.0,3.83,2.34,3.0,6.0,-1.38,-0.22,0.0,0.0,1.06,0.19,0.0,1.44,6.0,0.0,2064.19,-1.37,11.0,1.83,4.0,1468.33,-30.0,1.19,-181.95,45.0,0.21,9.26,3.88,5.0,Very High
483.0,1.11,-161.1,15.5,0.07,0.49,0.18,0.79,0.86,4219.0,-0.22,-1493.0,-1109.0,1043.0,0.18,6.71,1295.78,0.87,8.0,44.0,0.0,-37.0,1421.48,982.0,5.0,4.0,-0.08,-271.0,1.31,-0.14,-0.79,-1.12,0.68,0.0,0.14,0.33,3013.0,680.06,15.09,11.94,3.0,1.0,0.08,451.0,1.36,-0.75,-20.0,19.0,361.0,1099.78,0.3,6.0,402.16,-0.9,3.0,-2.13,1.51,8.67,1.0,186.0,929.0,9.0,-0.69,0.23,3.0,1.0,-2.76,-0.2,0.11,0.02,1.24,0.04,0.0,0.2,6.0,0.03,1674.82,0.52,13.5,-0.24,2.0,985.07,-40.0,-1.28,-124.64,33.0,0.62,6.75,0.71,7.0,Very High
498.0,0.11,-279.8,22.0,0.08,0.16,0.04,1.05,-1.27,4505.0,-0.17,-2136.0,-2985.0,872.5,0.24,0.74,1042.97,0.2,11.0,44.0,0.72,-42.0,877.84,1044.0,5.0,4.0,0.23,-271.0,3.4,-0.43,-1.13,0.46,0.48,0.24,0.17,0.04,7425.0,1323.64,17.75,14.24,3.0,0.86,0.05,443.0,1.39,2.59,-35.0,13.0,455.5,679.17,0.36,5.0,571.31,-5.02,11.0,-3.29,1.58,0.96,5.0,228.0,1051.0,8.0,-3.88,1.24,3.0,4.0,-4.26,-0.33,0.08,0.02,1.24,0.05,0.61,8.21,1.0,0.03,1348.05,-0.55,16.0,0.01,1.0,1423.08,-50.0,1.03,-216.48,33.0,0.77,7.6,1.53,8.0,Very High
1006.5,1.18,400.03,19.75,0.08,0.24,0.06,0.82,-0.38,6673.0,0.62,-2136.0,-2985.0,1341.25,0.18,2.84,1063.95,0.39,10.0,62.0,0.75,-42.0,1373.13,1947.5,1.0,6.5,-0.03,-4881.0,0.18,0.74,-0.8,-0.16,0.48,0.19,0.18,0.05,7425.0,1841.39,17.66,31.97,5.0,0.96,0.05,578.5,0.15,0.26,-35.0,28.0,1828.0,1077.83,0.35,2.0,1322.26,16.38,5.0,2.19,-0.05,3.62,1.0,730.0,4334.0,15.75,12.85,0.44,5.0,4.0,2.79,-0.11,0.15,0.03,1.14,0.08,0.2,3.19,5.0,0.03,1355.44,0.23,41.0,-0.48,1.0,2229.01,-50.0,0.83,314.0,108.0,0.82,14.48,-0.12,18.5,Very High
603.0,1.39,1244.22,18.0,0.08,0.29,0.08,0.91,0.04,6673.0,0.83,-1186.0,-2267.0,1131.5,0.19,4.74,1140.84,0.5,9.0,62.0,0.74,-26.0,1899.91,1578.5,1.0,6.0,-0.26,-4881.0,-0.02,0.23,-1.03,-0.29,0.5,0.19,0.16,0.07,4473.0,1418.5,14.87,28.13,4.0,0.96,0.13,552.0,1.13,-1.7,-34.0,28.0,1066.0,1509.66,0.39,1.0,967.84,21.29,4.0,2.19,0.31,5.97,1.0,575.0,4334.0,16.5,16.91,-0.7,4.0,5.0,2.76,0.52,0.07,0.02,1.15,0.11,0.2,6.48,5.0,0.08,1435.76,0.54,36.0,-0.36,4.0,1753.78,-44.0,1.02,988.65,108.0,0.8,13.39,0.88,16.0,Very High
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384.0,0.94,345.26,17.0,0.1,0.82,0.16,0.77,-1.28,5021.0,-1.26,-1430.0,-4137.0,1701.0,0.17,-0.28,1608.7,0.29,8.0,45.0,0.17,-45.0,-402.25,2952.75,6.0,8.0,6.64,-3171.0,2.31,0.27,2.66,6.67,0.82,0.26,0.18,0.18,5914.0,1529.26,15.52,27.66,7.0,1.0,0.2,858.0,-0.24,-0.4,-57.0,15.0,1008.0,-318.36,0.44,20.0,695.68,-10.08,4.0,-5.75,1.85,-0.35,4.0,532.0,2214.0,16.0,-7.98,0.01,7.0,7.0,-7.27,-0.52,0.2,0.04,3.75,0.06,0.0,1.41,4.0,0.02,2032.61,0.65,25.25,1.16,2.0,2131.7,-99.0,-2.65,273.26,47.0,0.83,13.23,-0.32,12.0,High
476.0,1.58,693.32,9.0,0.11,0.84,0.19,0.6,-1.62,5021.0,-1.75,-1430.0,-4137.0,526.5,0.13,-0.92,1506.75,0.34,5.0,45.0,0.17,-45.0,243.49,1635.5,1.0,5.0,7.59,-3171.0,3.11,-0.71,2.91,7.62,0.82,0.2,0.19,0.19,5914.0,1422.3,14.8,26.39,6.0,1.0,0.35,273.0,2.78,-0.35,-57.0,15.0,371.5,189.38,0.48,19.0,542.89,-8.39,5.0,-4.72,3.1,-1.18,1.0,186.0,2214.0,13.5,-6.53,-1.34,6.0,7.0,-6.07,-0.5,0.11,0.03,3.75,0.07,0.0,2.69,2.0,0.12,1937.25,0.39,17.0,0.38,8.0,1790.43,-99.0,-2.9,539.25,47.0,0.87,13.07,0.66,7.0,High
349.0,3.24,755.99,6.0,0.09,0.25,0.16,0.35,-1.55,1726.0,-0.37,-535.0,-3351.0,420.0,0.07,1.55,1627.93,0.5,3.0,31.0,0.85,-14.0,-349.13,677.0,9.0,3.0,-1.49,-1433.0,2.86,0.37,-0.39,-1.49,0.78,0.19,0.19,0.05,4945.0,890.33,6.91,17.38,9.0,1.0,0.21,218.0,1.45,-0.07,-29.0,10.0,421.5,-277.42,0.43,7.0,462.24,0.69,6.0,-1.2,3.03,1.95,7.0,208.0,2170.0,6.0,0.55,-0.29,9.0,4.0,-1.51,1.22,0.15,0.03,0.66,0.11,0.0,4.48,7.0,0.1,2048.76,-0.64,10.0,0.67,7.0,1022.5,-65.0,0.36,600.71,54.0,0.92,7.3,1.26,5.0,High
848.0,1.83,907.06,10.0,0.08,0.37,0.08,0.62,-0.81,1726.0,-0.24,-535.0,-3351.0,1158.0,0.13,2.45,1629.59,0.49,5.0,35.0,0.77,-24.0,-795.7,1707.5,8.0,6.0,-1.02,-1433.0,-0.01,-0.04,-0.53,-1.01,0.52,0.19,0.18,0.08,4945.0,1053.71,9.75,21.95,5.0,1.0,0.1,554.0,-0.6,-0.06,-29.0,13.0,853.0,-632.26,0.38,3.0,614.53,3.82,7.0,-1.78,0.34,3.08,2.0,476.0,2170.0,13.5,3.04,0.08,5.0,4.0,-2.24,0.49,0.33,0.07,1.05,0.1,0.0,1.32,6.0,0.03,2050.84,-0.17,26.5,-0.3,6.0,1213.72,-65.0,0.51,720.75,54.0,0.86,9.48,-0.62,13.0,Medium
925.0,2.21,747.44,13.0,0.09,0.31,0.13,0.71,-0.58,505.0,-0.64,-569.0,-4012.0,943.5,0.15,3.3,1488.82,0.43,6.0,52.0,0.77,-24.0,-1032.25,2025.0,5.0,6.0,0.15,274.0,-0.09,0.06,-0.97,0.12,0.82,0.2,0.18,0.07,4236.0,847.9,12.46,24.08,5.0,1.0,0.04,480.0,-0.33,0.46,-28.0,18.0,735.0,-807.13,0.41,3.0,591.78,2.35,3.0,-1.68,1.02,4.22,1.0,369.0,2139.0,13.5,1.84,2.2,5.0,6.0,-2.15,0.97,0.23,0.05,1.05,0.09,0.0,0.13,5.0,0.02,1904.07,-0.49,26.5,1.67,1.0,1140.89,-81.0,0.98,584.43,54.0,0.84,9.57,-0.94,13.0,Medium
1216.0,5.14,868.1,26.5,0.11,0.34,0.13,0.68,-0.65,7028.0,0.36,-1774.0,-4012.0,2628.0,0.15,3.43,1603.56,0.44,15.0,157.0,0.76,-69.0,-251.8,2405.0,7.0,9.0,-0.6,-6183.0,0.23,1.68,-0.66,-0.62,0.82,0.35,0.19,0.08,8048.0,2665.82,30.97,41.51,5.0,1.0,0.09,1254.0,4.17,-0.07,-45.0,31.0,1065.0,-196.89,0.49,13.0,1310.37,-7.5,6.0,-3.35,0.04,4.39,6.0,532.0,5726.0,18.0,-5.87,0.18,5.0,13.0,-4.28,1.12,0.23,0.05,1.09,0.09,0.0,0.48,1.0,0.07,2050.82,1.38,52.0,1.19,6.0,2296.61,-97.0,0.67,678.78,109.0,0.85,15.69,2.16,28.0,Medium
1658.0,2.02,552.45,45.0,0.1,0.3,0.13,0.67,-0.39,7028.0,0.27,-2091.0,-7552.0,5495.5,0.14,3.49,1204.82,0.5,23.0,157.0,0.76,-69.0,-1100.43,3458.0,1.0,13.0,-1.0,-8016.0,-0.19,1.04,-0.14,-0.98,0.82,0.28,0.18,0.07,9235.0,3697.81,38.12,51.98,5.0,1.0,0.07,2619.0,1.59,-0.04,-54.0,59.0,2188.0,-865.04,0.47,13.0,1598.61,14.18,5.0,1.39,0.16,4.44,2.0,1061.0,5726.0,27.5,11.15,0.75,5.0,13.0,1.76,1.02,0.24,0.06,1.09,0.1,0.0,-0.49,1.0,0.04,1532.66,0.64,80.0,1.06,1.0,3007.52,-97.0,0.13,434.28,172.0,0.85,22.45,0.62,37.0,High
1102.0,1.56,-299.5,36.75,0.09,0.2,0.22,0.46,-0.19,2235.0,1.24,-3539.0,-7552.0,2701.25,0.1,5.1,900.31,0.16,17.0,110.0,0.0,-48.0,-2263.34,2132.0,2.0,12.0,4.94,-8016.0,1.29,0.22,-1.08,0.62,0.9,0.0,0.17,0.27,9235.0,2841.72,29.57,37.6,7.0,0.96,0.18,1140.0,0.28,-0.06,-54.0,59.0,1343.5,-1776.6,0.43,11.0,1145.66,22.61,12.0,3.74,2.82,6.49,1.0,626.0,2796.0,23.0,17.75,0.15,5.0,8.0,4.76,0.98,0.05,0.01,0.8,0.02,0.0,1.42,3.0,0.09,1146.97,-0.3,38.5,0.06,6.0,1821.93,-61.0,-2.61,-235.09,172.0,0.8,17.83,0.7,17.5,High
616.0,0.08,-587.8,32.0,0.08,0.31,0.2,0.65,0.43,305.0,0.39,-3539.0,-3629.0,1408.0,0.14,2.91,1185.0,0.33,16.0,71.0,0.0,-28.0,-1499.04,1203.0,2.0,6.0,4.6,-1847.0,-0.21,0.42,-0.44,0.02,0.9,0.0,0.16,0.26,5306.0,1319.03,21.45,21.95,5.0,0.92,0.09,696.0,1.86,0.35,-18.0,22.0,1010.0,-1178.39,0.38,5.0,947.02,6.38,11.0,-1.74,1.8,3.7,7.0,520.0,2530.0,12.0,5.02,1.15,3.0,10.0,-2.22,0.7,0.16,0.04,1.17,0.1,0.0,0.51,3.0,0.05,1507.45,-0.35,19.5,0.53,6.0,887.97,-61.0,-2.5,-462.07,77.0,0.76,8.86,-0.29,11.0,High
267.0,1.36,-556.83,15.0,0.08,0.32,0.04,1.17,0.24,923.0,0.17,-2084.0,-2554.0,733.0,0.26,1.24,1300.98,0.58,6.0,47.0,0.64,-28.0,-1015.41,601.0,6.0,4.0,-1.36,-321.0,-0.32,-0.23,-0.27,-1.34,0.42,0.22,0.16,0.07,4416.0,814.79,14.4,13.41,3.0,0.86,0.04,297.0,0.15,0.35,-18.0,12.0,695.5,-793.96,0.35,7.0,553.19,0.85,20.0,-3.81,-0.23,1.59,3.0,347.0,735.0,8.5,0.66,1.16,3.0,7.0,-4.88,0.73,0.29,0.06,1.61,0.13,0.61,1.51,6.0,0.03,1663.84,0.04,16.5,-0.7,6.0,589.61,-33.0,0.25,-435.39,34.0,0.74,6.39,1.12,8.0,High
