time,/ext_usb_camera/image/compressed,robogame/imu_state,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y
0.0,,,-1279.0,-1766.0,1676.0,14.0,-17.0,10.0
0.020607709884643555,,,-1384.0,-1351.0,1334.0,13.0,-6.0,33.0
0.04110860824584961,,,-1416.0,-1060.0,1295.0,10.0,-3.0,39.0
0.061430931091308594,,,-1535.0,-556.0,1202.0,5.0,-2.0,38.0
0.08191251754760742,,,-1577.0,-352.0,1091.0,4.0,-2.0,35.0
0.10232090950012207,,,-1600.0,-184.0,958.0,4.0,-3.0,32.0
0.12298393249511719,,,-1521.0,0.0,799.0,3.0,-4.0,24.0
0.1434035301208496,,,-1390.0,-31.0,779.0,2.0,-3.0,20.0
0.1638171672821045,,,-1211.0,-142.0,831.0,1.0,-1.0,18.0
0.18438172340393066,,,-859.0,-430.0,1091.0,0.0,6.0,18.0
0.2048037052154541,,,-754.0,-562.0,1282.0,1.0,9.0,21.0
0.22941923141479492,,,-670.0,-754.0,1659.0,3.0,15.0,30.0
0.24978113174438477,,,-714.0,-728.0,1817.0,5.0,17.0,35.0
0.2703707218170166,,,-800.0,-600.0,1901.0,7.0,17.0,39.0
0.29070138931274414,,,-975.0,-86.0,2002.0,6.0,19.0,46.0
0.3115692138671875,,,-1067.0,194.0,2008.0,3.0,19.0,50.0
0.3317875862121582,,,-1173.0,420.0,1978.0,0.0,20.0,52.0
0.3523271083831787,,,-1462.0,632.0,1779.0,-7.0,18.0,50.0
0.3726615905761719,,,-1598.0,655.0,1622.0,-10.0,17.0,44.0
0.3932480812072754,,,-1595.0,760.0,1512.0,-14.0,17.0,29.0
0.41370582580566406,,,-1486.0,891.0,1576.0,-15.0,17.0,24.0
0.434126615524292,,,-1410.0,1025.0,1590.0,-16.0,17.0,20.0
0.4545786380767822,,,-1254.0,1081.0,1419.0,-22.0,17.0,13.0
0.47512245178222656,,,-1099.0,1045.0,1373.0,-24.0,19.0,11.0
0.4956953525543213,,,-924.0,1007.0,1404.0,-24.0,20.0,11.0
0.516441822052002,,,-737.0,1048.0,1574.0,-21.0,21.0,12.0
0.5365469455718994,,,-770.0,1148.0,1670.0,-21.0,19.0,10.0
0.5571486949920654,,,-883.0,1257.0,1704.0,-21.0,18.0,5.0
0.5774593353271484,,,-1027.0,1386.0,1634.0,-25.0,16.0,-10.0
0.5980618000030518,,,-930.0,1398.0,1650.0,-26.0,15.0,-17.0
0.6144001483917236,,,-742.0,1373.0,1668.0,-25.0,13.0,-21.0
0.6348156929016113,,,-475.0,1236.0,1600.0,-22.0,9.0,-18.0
0.6554450988769531,,,-482.0,1130.0,1491.0,-21.0,6.0,-17.0
0.6758468151092529,,,-553.0,830.0,1070.0,-19.0,-1.0,-18.0
0.6963210105895996,,,-516.0,735.0,872.0,-16.0,-3.0,-19.0
0.7169034481048584,,,-488.0,747.0,727.0,-11.0,-4.0,-19.0
0.7374939918518066,,,-444.0,896.0,532.0,-5.0,-7.0,-21.0
0.7577686309814453,,,-403.0,928.0,467.0,-2.0,-9.0,-24.0
0.7782490253448486,,,-263.0,898.0,430.0,1.0,-10.0,-28.0
0.7988080978393555,,,399.0,996.0,914.0,12.0,-13.0,-32.0
0.8191518783569336,,,706.0,1272.0,1420.0,14.0,-13.0,-34.0
0.8397631645202637,,,749.0,1521.0,1845.0,9.0,-14.0,-36.0
0.8600881099700928,,,419.0,1129.0,1590.0,-16.0,-14.0,-45.0
0.8806202411651611,,,477.0,507.0,1339.0,-24.0,-9.0,-48.0
0.9010579586029053,,,1029.0,-833.0,1480.0,-25.0,2.0,-45.0
0.9215850830078125,,,1305.0,-1383.0,1755.0,-22.0,4.0,-38.0
0.9420938491821289,,,1490.0,-1831.0,1929.0,-19.0,2.0,-24.0
0.9625427722930908,,,1477.0,-2157.0,1711.0,-12.0,0.0,11.0
0.9830408096313477,,,1340.0,-2019.0,1402.0,-9.0,2.0,26.0
1.003650188446045,,,1201.0,-1746.0,1074.0,-5.0,4.0,36.0
1.0241212844848633,,,855.0,-896.0,612.0,2.0,10.0,48.0
1.0444598197937012,,,632.0,-327.0,587.0,4.0,13.0,48.0
1.0649771690368652,,,380.0,267.0,675.0,5.0,15.0,45.0
1.0854032039642334,,,-296.0,1111.0,889.0,2.0,13.0,27.0
1.1058290004730225,,,-558.0,1222.0,976.0,0.0,10.0,17.0
1.1264426708221436,,,-688.0,1153.0,1059.0,1.0,7.0,10.0
1.147000789642334,,,-620.0,872.0,1351.0,8.0,3.0,10.0
1.1673016548156738,,,-591.0,880.0,1530.0,13.0,1.0,16.0
1.1878142356872559,,,-957.0,1373.0,1576.0,14.0,2.0,22.0
1.2083888053894043,,,-1285.0,1684.0,1425.0,9.0,4.0,20.0
1.228766679763794,,,-1556.0,1904.0,1222.0,3.0,6.0,14.0
1.2492611408233643,,,-1669.0,2008.0,1031.0,-6.0,6.0,-1.0
1.2698111534118652,,,-1523.0,1937.0,1069.0,-7.0,2.0,-6.0
1.2901217937469482,,,-1357.0,1863.0,1106.0,-5.0,-2.0,-11.0
1.3107211589813232,,,-1283.0,1866.0,1066.0,0.0,-6.0,-19.0
1.3311855792999268,,,-1387.0,1915.0,1000.0,-1.0,-8.0,-24.0
1.351696252822876,,,-1472.0,1917.0,936.0,-3.0,-8.0,-31.0
1.3721020221710205,,,-1394.0,1674.0,1047.0,-9.0,-9.0,-42.0
1.3926613330841064,,,-1262.0,1414.0,1226.0,-10.0,-10.0,-45.0
1.4130735397338867,,,-951.0,725.0,1626.0,-6.0,-16.0,-45.0
1.433537483215332,,,-808.0,433.0,1797.0,-2.0,-19.0,-43.0
1.4539740085601807,,,-662.0,214.0,1945.0,-2.0,-22.0,-41.0
1.4746227264404297,,,-364.0,-66.0,1983.0,-9.0,-23.0,-40.0
1.495060682296753,,,-171.0,-203.0,1932.0,-13.0,-22.0,-40.0
1.5154767036437988,,,100.0,-381.0,1876.0,-16.0,-20.0,-39.0
1.5360465049743652,,,645.0,-724.0,1692.0,-15.0,-18.0,-34.0
1.5565578937530518,,,780.0,-806.0,1513.0,-14.0,-17.0,-30.0
1.5769236087799072,,,829.0,-839.0,1307.0,-13.0,-17.0,-28.0
1.5975089073181152,,,715.0,-894.0,873.0,-14.0,-15.0,-31.0
1.6178767681121826,,,655.0,-995.0,707.0,-14.0,-12.0,-33.0
1.638514518737793,,,640.0,-1130.0,624.0,-13.0,-10.0,-33.0
1.6588246822357178,,,724.0,-1343.0,701.0,-7.0,-3.0,-27.0
1.679264783859253,,,750.0,-1361.0,802.0,-5.0,0.0,-21.0
1.6957635879516602,,,719.0,-1308.0,1012.0,-3.0,7.0,-12.0
1.7163071632385254,,,677.0,-1293.0,1154.0,-2.0,10.0,-8.0
1.7367196083068848,,,613.0,-1286.0,1336.0,-1.0,12.0,-2.0
1.7571372985839844,,,376.0,-1071.0,1723.0,3.0,14.0,13.0
1.7775652408599854,,,173.0,-800.0,1861.0,4.0,14.0,17.0
1.7981505393981934,,,-54.0,-502.0,1916.0,4.0,14.0,18.0
1.818575382232666,,,-418.0,-42.0,1928.0,5.0,10.0,15.0
1.8391087055206299,,,-528.0,145.0,1905.0,7.0,8.0,14.0
1.8595614433288574,,,-590.0,332.0,1867.0,10.0,5.0,13.0
1.8800666332244873,,,-594.0,778.0,1722.0,13.0,-1.0,11.0
1.9004848003387451,,,-595.0,1011.0,1585.0,12.0,-3.0,10.0
1.921034574508667,,,-592.0,1329.0,1266.0,7.0,-4.0,10.0
1.9415278434753418,,,-568.0,1419.0,1123.0,5.0,-5.0,11.0
1.9619073867797852,,,-539.0,1475.0,1005.0,4.0,-6.0,12.0
1.9823567867279053,,,-490.0,1573.0,867.0,4.0,-6.0,12.0
2.0027506351470947,,,-456.0,1647.0,865.0,4.0,-6.0,11.0
2.023433208465576,,,-463.0,1766.0,911.0,4.0,-6.0,10.0
2.0438644886016846,,,-583.0,2028.0,1028.0,0.0,-6.0,4.0
2.0643362998962402,,,-676.0,2078.0,1077.0,-4.0,-7.0,1.0
2.0848073959350586,,,-789.0,2014.0,1094.0,-7.0,-8.0,-1.0
2.105314254760742,,,-1103.0,1652.0,877.0,-10.0,-12.0,-3.0
2.1257307529449463,,,-1318.0,1451.0,628.0,-10.0,-15.0,-4.0
2.1462926864624023,,,-1554.0,1282.0,388.0,-10.0,-19.0,-8.0
2.1667025089263916,,,-1834.0,955.0,318.0,-14.0,-26.0,-26.0
2.187255620956421,,,-1574.0,756.0,748.0,-18.0,-25.0,-38.0
2.2078163623809814,,,-517.0,230.0,2407.0,-32.0,-12.0,-41.0
2.2281858921051025,,,-383.0,-220.0,2842.0,-38.0,-9.0,-35.0
2.2486414909362793,,,-488.0,-683.0,2844.0,-40.0,-11.0,-31.0
2.2691519260406494,,,-877.0,-1227.0,2398.0,-31.0,-13.0,-16.0
2.289555549621582,,,-1036.0,-1122.0,2194.0,-23.0,-11.0,-10.0
2.3101398944854736,,,-1080.0,-743.0,2218.0,-14.0,-9.0,-10.0
2.3306162357330322,,,-947.0,633.0,2866.0,-11.0,-10.0,-25.0
2.351003408432007,,,-940.0,1256.0,3083.0,-20.0,-10.0,-39.0
2.3714687824249268,,,-927.0,1522.0,3183.0,-30.0,-10.0,-55.0
2.3920533657073975,,,-1061.0,1194.0,3105.0,-36.0,-13.0,-77.0
2.412395477294922,,,-1236.0,851.0,2931.0,-33.0,-14.0,-81.0
2.4330031871795654,,,-1516.0,327.0,2717.0,-24.0,-18.0,-80.0
2.4534647464752197,,,-1516.0,260.0,2626.0,-20.0,-21.0,-75.0
2.4738049507141113,,,-1406.0,384.0,2518.0,-17.0,-23.0,-67.0
2.49432373046875,,,-906.0,1147.0,2099.0,-14.0,-27.0,-57.0
2.5148568153381348,,,-590.0,1562.0,1851.0,-15.0,-29.0,-58.0
2.535308361053467,,,-257.0,1828.0,1634.0,-17.0,-31.0,-60.0
2.5558643341064453,,,352.0,1948.0,1250.0,-16.0,-32.0,-63.0
2.5763423442840576,,,593.0,2057.0,1077.0,-13.0,-31.0,-67.0
2.5967299938201904,,,831.0,2198.0,1019.0,-11.0,-30.0,-72.0
2.6172351837158203,,,999.0,2159.0,1176.0,-8.0,-26.0,-84.0
2.6377506256103516,,,855.0,1958.0,1279.0,-5.0,-23.0,-89.0
2.6583211421966553,,,531.0,1744.0,1289.0,-2.0,-20.0,-93.0
2.6787960529327393,,,-456.0,1386.0,947.0,13.0,-15.0,-100.0
2.699143409729004,,,-840.0,1280.0,759.0,25.0,-15.0,-103.0
2.719808340072632,,,-1107.0,1159.0,451.0,47.0,-14.0,-105.0
2.740056276321411,,,-1060.0,1030.0,430.0,56.0,-11.0,-105.0
2.760646104812622,,,-987.0,865.0,640.0,63.0,-6.0,-104.0
2.7811038494110107,,,-956.0,753.0,1507.0,73.0,4.0,-93.0
2.801537275314331,,,-984.0,1029.0,1873.0,78.0,8.0,-87.0
2.8221237659454346,,,-891.0,2312.0,2453.0,80.0,8.0,-72.0
