time,/ext_usb_camera/image/compressed,robogame/imu_state,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y
0.0,,,2609.0,2241.0,-61.0,64.0,26.0,139.0
0.02054119110107422,,,-167.0,4035.0,2254.0,71.0,11.0,81.0
0.04107046127319336,,,-1222.0,4369.0,3039.0,60.0,6.0,38.0
0.06133866310119629,,,-1634.0,4472.0,3723.0,47.0,2.0,6.0
0.08188509941101074,,,-967.0,4478.0,5204.0,35.0,-6.0,-15.0
0.10228848457336426,,,-727.0,4263.0,5638.0,33.0,-14.0,-12.0
0.12294769287109375,,,-826.0,3899.0,5515.0,28.0,-21.0,-7.0
0.1434035301208496,,,-1086.0,2739.0,4126.0,10.0,-28.0,-9.0
0.1639423370361328,,,-982.0,1968.0,3149.0,2.0,-31.0,-14.0
0.18421339988708496,,,-740.0,1095.0,2207.0,-3.0,-37.0,-18.0
0.2048807144165039,,,-87.0,-696.0,974.0,-6.0,-54.0,-22.0
0.22530508041381836,,,193.0,-1337.0,1191.0,-6.0,-62.0,-27.0
0.24570631980895996,,,315.0,-1572.0,3070.0,-10.0,-56.0,-47.0
0.26631641387939453,,,172.0,-1516.0,4166.0,-12.0,-44.0,-48.0
0.2867438793182373,,,129.0,-1694.0,5146.0,-14.0,-34.0,-39.0
0.30714845657348633,,,634.0,-2947.0,6449.0,-10.0,-26.0,-5.0
0.32767176628112793,,,666.0,-3353.0,7268.0,0.0,-27.0,9.0
0.34808969497680664,,,-209.0,-3248.0,7737.0,4.0,-27.0,14.0
0.3685588836669922,,,-3161.0,-1952.0,7198.0,-14.0,-24.0,-32.0
0.38916468620300293,,,-3701.0,-917.0,6663.0,-24.0,-26.0,-68.0
0.4095489978790283,,,-3295.0,55.0,5883.0,-31.0,-31.0,-95.0
0.43001413345336914,,,-867.0,1453.0,3004.0,-40.0,-28.0,-116.0
0.4505143165588379,,,560.0,1665.0,1356.0,-44.0,-23.0,-117.0
0.4711008071899414,,,1957.0,1188.0,-120.0,-47.0,-25.0,-112.0
0.49162936210632324,,,4033.0,-673.0,-2757.0,-42.0,-23.0,-66.0
0.5120363235473633,,,4229.0,-1322.0,-3901.0,-38.0,-19.0,-34.0
0.5282728672027588,,,3785.0,-2092.0,-6019.0,-30.0,-10.0,11.0
0.5488622188568115,,,3455.0,-2158.0,-6986.0,-24.0,0.0,18.0
0.5694303512573242,,,3032.0,-1952.0,-7734.0,-18.0,14.0,16.0
0.5897243022918701,,,1953.0,-1054.0,-7609.0,-11.0,34.0,-3.0
0.6101832389831543,,,1356.0,-536.0,-6244.0,-11.0,34.0,-12.0
0.630781888961792,,,841.0,377.0,-3555.0,-9.0,27.0,-11.0
